model,label,start_date,end_date,days,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,trade_count,cash_days_pct,btc_days_pct,base_days_pct,since2021_total_return_pct,since2021_cagr_pct,since2021_max_drawdown_pct,since2023_total_return_pct,since2023_cagr_pct,since2023_max_drawdown_pct,since2025_total_return_pct,since2025_cagr_pct,since2025_max_drawdown_pct,btc_fast_ma,btc_slow_ma,btc_ret_lb_days,btc_ret_min,btc_risk_ma,btc_risk_buffer,btc_vol_lb,btc_vol_cap,cooldown_days,source
phase62_btcov_f30_s200_r30_m12_rm150_rb-03_v30_060_cd3,phase62_btcov_f30_s200_r30_m12_rm150_rb-03_v30_060_cd3,2017-08-17,2026-03-17,3135,1489.5304759122128,38.02458296788882,-36.22391750514116,1.0536851086342358,0.8792893931397074,142,44.81658692185008,21.24401913875598,33.939393939393945,180.1461861346317,21.874652262077166,-33.43043737471035,106.28586800236573,25.315096491582345,-24.699923791015856,58.43065418673659,46.39056660888485,-16.907784400984195,30.0,200.0,30.0,0.12,150.0,-0.03,30.0,0.06,3.0,phase62_overlay
phase62_btcov_f30_s200_r30_m12_rm200_rb-03_v20_060_cd3,phase62_btcov_f30_s200_r30_m12_rm200_rb-03_v20_060_cd3,2017-08-17,2026-03-17,3135,1188.5729661804176,34.69009760228183,-33.98818063902181,0.9995200106847283,0.8380389817828087,152,43.31738437001595,21.0207336523126,35.66188197767145,190.22999282192345,22.705089682110536,-33.430437374710365,106.28586800236555,25.315096491582324,-24.699923791015866,58.43065418673663,46.390566608884875,-16.907784400984216,30.0,200.0,30.0,0.12,200.0,-0.03,20.0,0.06,3.0,phase62_overlay
phase62_btcov_f30_s200_r30_m12_rm200_rb+00_v20_060_cd3,phase62_btcov_f30_s200_r30_m12_rm200_rb+00_v20_060_cd3,2017-08-17,2026-03-17,3135,1188.5729661804176,34.69009760228183,-33.98818063902181,0.9995200106847283,0.8380389817828087,137,46.698564593301434,21.0207336523126,32.280701754385966,190.22999282192345,22.705089682110536,-33.430437374710365,106.28586800236555,25.315096491582324,-24.699923791015866,58.43065418673663,46.390566608884875,-16.907784400984216,30.0,200.0,30.0,0.12,200.0,0.0,20.0,0.06,3.0,phase62_overlay
phase62_btcov_f30_s200_r30_m12_rm200_rb-03_v30_060_cd3,phase62_btcov_f30_s200_r30_m12_rm200_rb-03_v30_060_cd3,2017-08-17,2026-03-17,3135,1124.02046223074,33.88600659415009,-36.2239175051412,0.9732538047086459,0.8071598291923722,155,43.22169059011164,21.339712918660286,35.43859649122807,180.14618613463105,21.8746522620771,-33.43043737471037,106.28586800236555,25.315096491582324,-24.69992379101584,58.43065418673654,46.39056660888481,-16.907784400984195,30.0,200.0,30.0,0.12,200.0,-0.03,30.0,0.06,3.0,phase62_overlay
phase62_btcov_f30_s200_r30_m12_rm200_rb+00_v30_060_cd3,phase62_btcov_f30_s200_r30_m12_rm200_rb+00_v30_060_cd3,2017-08-17,2026-03-17,3135,1124.02046223074,33.88600659415009,-36.2239175051412,0.9732538047086459,0.8071598291923722,140,46.60287081339713,21.339712918660286,32.057416267942585,180.14618613463105,21.8746522620771,-33.43043737471037,106.28586800236555,25.315096491582324,-24.69992379101584,58.43065418673654,46.39056660888481,-16.907784400984195,30.0,200.0,30.0,0.12,200.0,0.0,30.0,0.06,3.0,phase62_overlay
phase62_btcov_f30_s200_r30_m12_rm150_rb-03_v30_045_cd3,phase62_btcov_f30_s200_r30_m12_rm150_rb-03_v30_045_cd3,2017-08-17,2026-03-17,3135,1713.393185985129,40.1597608653141,-33.33043302424673,1.1562742030297561,0.9618141526538562,138,49.059011164274324,19.074960127591705,31.86602870813397,160.7992965838904,20.211295575124446,-33.33043302424673,106.2858680023655,25.315096491582302,-24.69992379101591,58.43065418673656,46.39056660888483,-16.907784400984205,30.0,200.0,30.0,0.12,150.0,-0.03,30.0,0.045,3.0,phase62_overlay
phase62_btcov_f30_s200_r30_m12_rm150_rb-03_v20_060_cd3,phase62_btcov_f30_s200_r30_m12_rm150_rb-03_v20_060_cd3,2017-08-17,2026-03-17,3135,1573.3592806508605,38.853529389466935,-33.430437374710365,1.0811632923330705,0.9125768830602262,141,44.91228070175438,20.925039872408295,34.162679425837325,190.22999282192302,22.70508968211049,-33.430437374710365,106.28586800236546,25.315096491582302,-24.699923791015898,58.43065418673661,46.39056660888485,-16.907784400984216,30.0,200.0,30.0,0.12,150.0,-0.03,20.0,0.06,3.0,phase62_overlay
phase62_btcov_f50_s200_r30_m04_rm200_rb-03_v20_060_cd0,phase62_btcov_f50_s200_r30_m04_rm200_rb-03_v20_060_cd0,2017-08-17,2026-03-17,3135,1572.0759390485423,38.84111830137884,-36.84812302315442,1.0738828547777644,0.9153829882398509,184,43.31738437001595,23.604465709728867,33.078149920255186,190.66369669852347,22.740280655518784,-36.84812302315442,106.24194063619746,25.306779552404745,-35.70239898631766,15.188792176811106,12.424734231233714,-27.740468020364716,50.0,200.0,30.0,0.04,200.0,-0.03,20.0,0.06,0.0,phase62_overlay
phase62_btcov_f50_s200_r30_m04_rm200_rb+00_v20_060_cd0,phase62_btcov_f50_s200_r30_m04_rm200_rb+00_v20_060_cd0,2017-08-17,2026-03-17,3135,1572.0759390485423,38.84111830137884,-36.84812302315442,1.0738828547777644,0.9153829882398509,170,46.698564593301434,23.604465709728867,29.6969696969697,190.66369669852347,22.740280655518784,-36.84812302315442,106.24194063619746,25.306779552404745,-35.70239898631766,15.188792176811106,12.424734231233714,-27.740468020364716,50.0,200.0,30.0,0.04,200.0,0.0,20.0,0.06,0.0,phase62_overlay
phase62_btcov_f50_s200_r30_m04_rm200_rb-03_v30_060_cd0,phase62_btcov_f50_s200_r30_m04_rm200_rb-03_v30_060_cd0,2017-08-17,2026-03-17,3135,1488.311424742817,38.01224597317883,-38.42160732509687,1.0469698661430609,0.8829670454960563,186,43.22169059011164,23.923444976076556,32.854864433811805,180.56482132033344,21.909605071760964,-36.848123023154415,106.24194063619741,25.306779552404745,-35.70239898631764,15.188792176811061,12.42473423123367,-27.740468020364727,50.0,200.0,30.0,0.04,200.0,-0.03,30.0,0.06,0.0,phase62_overlay
phase62_btcov_f50_s200_r30_m04_rm200_rb+00_v30_060_cd0,phase62_btcov_f50_s200_r30_m04_rm200_rb+00_v30_060_cd0,2017-08-17,2026-03-17,3135,1488.311424742817,38.01224597317883,-38.42160732509687,1.0469698661430609,0.8829670454960563,172,46.60287081339713,23.923444976076556,29.47368421052631,180.56482132033344,21.909605071760964,-36.848123023154415,106.24194063619741,25.306779552404745,-35.70239898631764,15.188792176811061,12.42473423123367,-27.740468020364727,50.0,200.0,30.0,0.04,200.0,0.0,30.0,0.06,0.0,phase62_overlay
phase62_btcov_f50_s200_r30_m04_rm150_rb-03_v30_045_cd0,phase62_btcov_f50_s200_r30_m04_rm150_rb-03_v30_045_cd0,2017-08-17,2026-03-17,3135,1703.597652178626,40.07134081452111,-36.753252902508194,1.1492868563849972,0.9640907093302846,170,49.059011164274324,21.371610845295056,29.569377990430624,122.71858272915397,16.62222058223797,-36.753252902508194,106.24194063619723,25.306779552404702,-35.70239898631764,15.188792176810928,12.424734231233558,-27.740468020364816,50.0,200.0,30.0,0.04,150.0,-0.03,30.0,0.045,0.0,phase62_overlay
phase62_btcov_f50_s200_r30_m04_rm200_rb-03_v30_045_cd0,phase62_btcov_f50_s200_r30_m04_rm200_rb-03_v30_045_cd0,2017-08-17,2026-03-17,3135,1469.3602458267676,37.81937310771901,-36.75325290250817,1.1072817541635904,0.9217301580591588,177,47.84688995215311,21.371610845295056,30.78149920255183,122.71858272915375,16.622220582237944,-36.75325290250817,106.24194063619723,25.306779552404702,-35.702398986317675,15.188792176811038,12.42473423123367,-27.74046802036475,50.0,200.0,30.0,0.04,200.0,-0.03,30.0,0.045,0.0,phase62_overlay
phase62_btcov_f50_s200_r30_m04_rm200_rb+00_v30_045_cd0,phase62_btcov_f50_s200_r30_m04_rm200_rb+00_v30_045_cd0,2017-08-17,2026-03-17,3135,1469.3602458267676,37.81937310771901,-36.75325290250817,1.1072817541635904,0.9217301580591588,165,51.100478468899524,21.371610845295056,27.527910685805423,122.71858272915375,16.622220582237944,-36.75325290250817,106.24194063619723,25.306779552404702,-35.702398986317675,15.188792176811038,12.42473423123367,-27.74046802036475,50.0,200.0,30.0,0.04,200.0,0.0,30.0,0.045,0.0,phase62_overlay
phase62_btcov_f50_s200_r30_m04_rm150_rb-03_v20_060_cd0,phase62_btcov_f50_s200_r30_m04_rm150_rb-03_v20_060_cd0,2017-08-17,2026-03-17,3135,1821.6443426241906,41.10978131834535,-36.84812302315442,1.1135985292705795,0.9555955513707758,172,44.91228070175438,23.604465709728867,31.483253588516746,190.66369669852298,22.740280655518763,-36.84812302315442,106.2419406361971,25.306779552404677,-35.702398986317654,15.188792176810972,12.424734231233604,-27.740468020364784,50.0,200.0,30.0,0.04,150.0,-0.03,20.0,0.06,0.0,phase62_overlay
phase62_btcov_f50_s200_r30_m04_rm150_rb-03_v30_060_cd0,phase62_btcov_f50_s200_r30_m04_rm150_rb-03_v30_060_cd0,2017-08-17,2026-03-17,3135,1725.3774200107064,40.2673652214133,-38.421607325096865,1.0862994680262434,0.9221259997195784,173,44.81658692185008,23.923444976076556,31.259968102073366,180.56482132033307,21.90960507176094,-36.848123023154415,106.2419406361971,25.306779552404677,-35.70239898631768,15.188792176811106,12.424734231233714,-27.740468020364695,50.0,200.0,30.0,0.04,150.0,-0.03,30.0,0.06,0.0,phase62_overlay
phase62_btcov_f30_s100_r60_m12_rm150_rb+00_v30_060_cd0,phase62_btcov_f30_s100_r60_m12_rm150_rb+00_v30_060_cd0,2017-08-17,2026-03-17,3135,3342.639156291879,51.02849356635875,-52.323897723665105,1.2347383083642676,1.1398891495975916,199,47.81499202551834,25.550239234449762,26.6347687400319,119.4034382321139,16.286842824785385,-52.323897723665105,105.5920389854958,25.18358842418058,-30.446573215255345,38.7349219823488,31.148317731586104,-24.61970323409376,30.0,100.0,60.0,0.12,150.0,0.0,30.0,0.06,0.0,phase62_overlay
phase62_btcov_f30_s100_r60_m12_rm150_rb+00_v20_045_cd0,phase62_btcov_f30_s100_r60_m12_rm150_rb+00_v20_045_cd0,2017-08-17,2026-03-17,3135,2101.014609812419,43.359080523161175,-49.594238544674326,1.1728071727247493,1.043837622195722,200,52.121212121212125,22.48803827751196,25.39074960127592,88.70037458079814,12.968650229918776,-49.594238544674326,105.5920389854958,25.18358842418058,-30.44657321525539,38.734921982348915,31.148317731586197,-24.61970323409376,30.0,100.0,60.0,0.12,150.0,0.0,20.0,0.045,0.0,phase62_overlay
phase62_btcov_f30_s100_r60_m12_rm150_rb+00_v20_060_cd0,phase62_btcov_f30_s100_r60_m12_rm150_rb+00_v20_060_cd0,2017-08-17,2026-03-17,3135,3690.741839078757,52.73293619161527,-52.323897723665155,1.2761814796951698,1.182045056095676,196,47.910685805422645,25.103668261563,26.98564593301435,127.30082169531931,17.07920566600667,-52.323897723665155,105.59203898549545,25.183588424180513,-30.446573215255402,38.73492198234876,31.14831773158606,-24.619703234093805,30.0,100.0,60.0,0.12,150.0,0.0,20.0,0.06,0.0,phase62_overlay
phase62_btcov_f30_s100_r60_m12_rm150_rb+00_v30_045_cd0,phase62_btcov_f30_s100_r60_m12_rm150_rb+00_v30_045_cd0,2017-08-17,2026-03-17,3135,1629.5012063801912,39.38841055791733,-50.78373226743893,1.1238533141811509,0.9676708601777574,187,52.05741626794258,22.711323763955342,25.231259968102073,85.87961489685784,12.642385991530091,-50.78373226743893,105.59203898549524,25.183588424180492,-30.446573215255402,38.734921982348844,31.14831773158613,-24.61970323409376,30.0,100.0,60.0,0.12,150.0,0.0,30.0,0.045,0.0,phase62_overlay
phase62_btcov_f20_s150_r60_m04_rm150_rb-03_v30_060_cd3,phase62_btcov_f20_s150_r60_m04_rm150_rb-03_v30_060_cd3,2017-08-17,2026-03-17,3135,1534.9212443292504,38.47809830936628,-47.24151230992685,1.0669527367418394,0.9504031386631487,172,44.81658692185008,30.366826156299844,24.816586921850078,157.47320343325296,19.915356669681692,-47.24151230992685,105.01995247129537,25.074925394467407,-24.388510041548006,19.64447119859969,16.01472566114277,-22.353643804615274,20.0,150.0,60.0,0.04,150.0,-0.03,30.0,0.06,3.0,phase62_overlay
phase62_btcov_f20_s150_r60_m04_rm200_rb-03_v30_060_cd3,phase62_btcov_f20_s150_r60_m04_rm200_rb-03_v30_060_cd3,2017-08-17,2026-03-17,3135,1352.9174413536664,36.58701394837793,-44.28688841585745,1.034651804144702,0.915096473977493,182,43.22169059011164,30.303030303030305,26.475279106858054,171.89242794581628,21.176755300151374,-44.28688841585745,105.01995247129518,25.074925394467364,-24.388510041548006,19.6444711985998,16.014725661142858,-22.353643804615274,20.0,150.0,60.0,0.04,200.0,-0.03,30.0,0.06,3.0,phase62_overlay
phase62_btcov_f20_s150_r60_m04_rm150_rb-03_v30_045_cd3,phase62_btcov_f20_s150_r60_m04_rm150_rb-03_v30_045_cd3,2017-08-17,2026-03-17,3135,1325.2632697114384,36.28154859282671,-45.479475371736974,1.0891063230332583,0.9388819767406176,162,49.059011164274324,28.102073365231263,22.838915470494417,111.71355392636056,15.492836246117236,-45.479475371736974,105.01995247129518,25.074925394467364,-24.388510041548027,19.644471198599668,16.014725661142748,-22.353643804615263,20.0,150.0,60.0,0.04,150.0,-0.03,30.0,0.045,3.0,phase62_overlay
phase62_btcov_f20_s150_r60_m04_rm150_rb-03_v20_060_cd3,phase62_btcov_f20_s150_r60_m04_rm150_rb-03_v20_060_cd3,2017-08-17,2026-03-17,3135,1641.737077244864,39.50294601847586,-47.24151230992685,1.0967358778469463,0.9770788382447653,169,44.91228070175438,29.98405103668261,25.103668261563,166.74090058237968,20.732443714172398,-47.24151230992685,105.01995247129501,25.07492539446734,-24.388510041548063,19.644471198599646,16.014725661142727,-22.353643804615253,20.0,150.0,60.0,0.04,150.0,-0.03,20.0,0.06,3.0,phase62_overlay
phase62_btcov_f20_s150_r60_m04_rm200_rb-03_v30_045_cd3,phase62_btcov_f20_s150_r60_m04_rm200_rb-03_v30_045_cd3,2017-08-17,2026-03-17,3135,1166.5991528748377,34.42046075018887,-42.426172446714475,1.0546838084952752,0.9018135681735419,166,47.84688995215311,28.038277511961724,24.114832535885167,123.57010919390055,16.707714052562082,-42.426172446714475,105.0199524712951,25.07492539446734,-24.388510041548052,19.64447119859969,16.01472566114277,-22.353643804615253,20.0,150.0,60.0,0.04,200.0,-0.03,30.0,0.045,3.0,phase62_overlay
phase62_btcov_f20_s150_r60_m04_rm200_rb-03_v20_060_cd3,phase62_btcov_f20_s150_r60_m04_rm200_rb-03_v20_060_cd3,2017-08-17,2026-03-17,3135,1447.8422502361227,37.59786613401668,-44.28688841585742,1.0643249846668705,0.9413757758326102,177,43.31738437001595,29.92025518341308,26.76236044657097,181.67914223585626,22.002437344544678,-44.28688841585742,105.01995247129474,25.07492539446727,-24.388510041548038,19.644471198599668,16.014725661142748,-22.353643804615242,20.0,150.0,60.0,0.04,200.0,-0.03,20.0,0.06,3.0,phase62_overlay
phase62_btcov_f30_s150_r20_m08_rm150_rb+00_v20_060_cd3,phase62_btcov_f30_s150_r20_m08_rm150_rb+00_v20_060_cd3,2017-08-17,2026-03-17,3135,1418.1110099402697,37.28729227558845,-58.267666196544454,1.056290913874994,0.9042733665345412,155,47.910685805422645,20.861244019138756,31.2280701754386,95.06893183578427,13.691026044199251,-58.267666196544454,104.40757265081122,24.958377455450286,-27.48658847461488,62.80484439616541,49.730233192461796,-15.335313457207045,30.0,150.0,20.0,0.08,150.0,0.0,20.0,0.06,3.0,phase62_overlay
phase62_btcov_f30_s150_r20_m08_rm150_rb+00_v30_045_cd3,phase62_btcov_f30_s150_r20_m08_rm150_rb+00_v30_045_cd3,2017-08-17,2026-03-17,3135,1456.0316229660607,37.68248660970394,-55.20206131232346,1.1242192646095104,0.9292449543785102,149,52.05741626794258,19.106858054226475,28.835725677830943,76.7633285264163,11.559839659766213,-55.20206131232346,104.40757265081113,24.958377455450265,-27.486588474614837,62.80484439616525,49.73023319246168,-15.335313457207022,30.0,150.0,20.0,0.08,150.0,0.0,30.0,0.045,3.0,phase62_overlay
phase62_btcov_f30_s150_r20_m08_rm150_rb+00_v30_060_cd3,phase62_btcov_f30_s150_r20_m08_rm150_rb+00_v30_060_cd3,2017-08-17,2026-03-17,3135,1325.0095343480673,36.27872169701536,-58.26766619654447,1.0267776669894264,0.8789669566514993,158,47.81499202551834,21.24401913875598,30.94098883572568,88.29141935265639,12.92159355697564,-58.26766619654447,104.4075726508109,24.95837745545022,-27.48658847461488,62.80484439616527,49.730233192461704,-15.335313457207034,30.0,150.0,20.0,0.08,150.0,0.0,30.0,0.06,3.0,phase62_overlay
phase62_btcov_f20_s150_r60_m04_rm150_rb-03_v20_045_cd3,phase62_btcov_f20_s150_r60_m04_rm150_rb-03_v20_045_cd3,2017-08-17,2026-03-17,3135,1087.7779990078063,33.4179837364089,-45.47947537173701,1.025195977073561,0.8815994395648107,173,49.154704944178626,27.62360446570973,23.221690590111642,114.27686751855211,15.760059252750303,-45.47947537173701,104.40040719837866,24.95701230704379,-24.388510041548017,19.6444711985996,16.014725661142705,-22.3536438046153,20.0,150.0,60.0,0.04,150.0,-0.03,20.0,0.045,3.0,phase62_overlay
phase62_btcov_f20_s150_r60_m04_rm200_rb-03_v20_045_cd3,phase62_btcov_f20_s150_r60_m04_rm200_rb-03_v20_045_cd3,2017-08-17,2026-03-17,3135,955.5513772913299,31.596001303093946,-42.4261724467145,0.990228421490265,0.8445943849232704,175,48.389154704944175,27.55980861244019,24.05103668261563,126.27697556629967,16.97774799804361,-42.4261724467145,104.40040719837862,24.95701230704379,-24.388510041548052,19.644471198599824,16.014725661142883,-22.353643804615263,20.0,150.0,60.0,0.04,200.0,-0.03,20.0,0.045,3.0,phase62_overlay
phase62_btcov_f50_s200_r30_m04_rm150_rb+00_v20_045_cd0,phase62_btcov_f50_s200_r30_m04_rm150_rb+00_v20_045_cd0,2017-08-17,2026-03-17,3135,1684.15299078383,39.89455795955765,-36.75325290250816,1.1473901265083022,0.957263130184315,172,52.121212121212125,20.893141945773525,26.98564593301435,145.8389921656825,18.855286416050852,-36.75325290250816,104.11832744567921,24.903244813211558,-35.14137626837079,13.016610842702669,10.665970969360593,-27.740468020364684,50.0,200.0,30.0,0.04,150.0,0.0,20.0,0.045,0.0,phase62_overlay
phase62_btcov_f30_s150_r20_m08_rm150_rb+00_v20_045_cd3,phase62_btcov_f30_s150_r20_m08_rm150_rb+00_v20_045_cd3,2017-08-17,2026-03-17,3135,1032.9476836675594,32.68536220093097,-58.13450318926166,1.0154112985898742,0.833039195064696,160,52.121212121212125,18.660287081339714,29.218500797448165,62.78918505021394,9.80938238312945,-58.13450318926166,103.78987791496934,24.84057424238635,-27.486588474614738,62.804844396165336,49.730233192461746,-15.335313457207045,30.0,150.0,20.0,0.08,150.0,0.0,20.0,0.045,3.0,phase62_overlay
phase62_btcov_f50_s200_r30_m12_rm150_rb+00_v20_045_cd3,phase62_btcov_f50_s200_r30_m12_rm150_rb+00_v20_045_cd3,2017-08-17,2026-03-17,3135,1592.1494687336508,39.0342913516891,-33.33043302424675,1.1278842071525055,0.9238835517805638,137,52.121212121212125,16.969696969696972,30.909090909090907,165.8383186925962,20.653884852792693,-33.33043302424675,102.49656336697667,24.59312228477346,-27.335314453609193,43.30189687737083,34.71400431139724,-22.507929353011967,50.0,200.0,30.0,0.12,150.0,0.0,20.0,0.045,3.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm150_rb+00_v30_060_cd3,phase62_btcov_f30_s100_r20_m12_rm150_rb+00_v30_060_cd3,2017-08-17,2026-03-17,3135,2377.328059020141,45.34800827197978,-49.17900178707867,1.193781618196964,1.0285588214739667,151,47.81499202551834,17.384370015948964,34.80063795853269,88.13394627052476,12.903451802318067,-49.17900178707867,102.4038687451224,24.575345140477122,-24.35157968424666,60.22246014347024,47.76049004044067,-20.320386492268206,30.0,100.0,20.0,0.12,150.0,0.0,30.0,0.06,3.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm150_rb+00_v20_045_cd3,phase62_btcov_f30_s100_r20_m12_rm150_rb+00_v20_045_cd3,2017-08-17,2026-03-17,3135,2048.7972381286704,42.95861421471796,-42.49477430585086,1.2148699529587186,1.0125624180234378,156,52.121212121212125,14.736842105263156,33.141945773524725,112.87824760330616,15.614576653496282,-42.49477430585086,102.4038687451224,24.575345140477122,-24.351579684246595,60.22246014347006,47.76049004044054,-20.320386492268216,30.0,100.0,20.0,0.12,150.0,0.0,20.0,0.045,3.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm150_rb+00_v30_045_cd3,phase62_btcov_f30_s100_r20_m12_rm150_rb+00_v30_045_cd3,2017-08-17,2026-03-17,3135,1673.4943691503504,39.796930641395804,-43.176748961104735,1.1844237307301393,0.9598326445876327,142,52.05741626794258,15.023923444976075,32.918660287081345,110.3536497468875,15.350004655942096,-43.176748961104735,102.40386874512217,24.57534514047708,-24.351579684246637,60.22246014347012,47.76049004044059,-20.320386492268227,30.0,100.0,20.0,0.12,150.0,0.0,30.0,0.045,3.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm150_rb+00_v20_060_cd3,phase62_btcov_f30_s100_r20_m12_rm150_rb+00_v20_060_cd3,2017-08-17,2026-03-17,3135,2343.990074268981,45.118756034702216,-48.011132238220675,1.199862639930085,1.0271450078098117,148,47.910685805422645,16.969696969696972,35.119617224880386,94.90579054113519,13.672760674075546,-48.011132238220675,102.40386874512177,24.57534514047699,-24.351579684246683,60.22246014347004,47.760490040440516,-20.32038649226825,30.0,100.0,20.0,0.12,150.0,0.0,20.0,0.06,3.0,phase62_overlay
phase62_btcov_f30_s200_r30_m12_rm150_rb+00_v30_060_cd3,phase62_btcov_f30_s200_r30_m12_rm150_rb+00_v30_060_cd3,2017-08-17,2026-03-17,3135,1470.180559941611,37.82776423344034,-36.22391750514113,1.0498877412123968,0.8751732401411584,133,47.81499202551834,21.24401913875598,30.94098883572568,174.86330830560362,21.42990555186637,-33.43043737471035,102.39581669184155,24.57380063842698,-24.699923791015856,55.443036179189754,44.10044466910832,-16.907784400984205,30.0,200.0,30.0,0.12,150.0,0.0,30.0,0.06,3.0,phase62_overlay
phase62_btcov_f30_s200_r30_m12_rm150_rb+00_v20_060_cd3,phase62_btcov_f30_s200_r30_m12_rm150_rb+00_v20_060_cd3,2017-08-17,2026-03-17,3135,1552.9888870284065,38.65552860337149,-33.430437374710344,1.0773070429458498,0.9083572101612571,132,47.910685805422645,20.925039872408295,31.16427432216906,184.75695884793626,22.25731252788423,-33.430437374710344,102.39581669184142,24.573800638426956,-24.699923791015866,55.4430361791896,44.10044466910821,-16.907784400984195,30.0,200.0,30.0,0.12,150.0,0.0,20.0,0.06,3.0,phase62_overlay
phase62_btcov_f30_s200_r30_m12_rm150_rb+00_v30_045_cd3,phase62_btcov_f30_s200_r30_m12_rm150_rb+00_v30_045_cd3,2017-08-17,2026-03-17,3135,1691.3181101673254,39.959897434025706,-33.330433024246744,1.1521780385499654,0.9572898237488299,129,52.05741626794258,19.074960127591705,28.86762360446571,155.8812541833886,19.772618809735686,-33.330433024246744,102.39581669184123,24.573800638426913,-24.699923791015856,55.44303617918973,44.10044466910832,-16.907784400984195,30.0,200.0,30.0,0.12,150.0,0.0,30.0,0.045,3.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm200_rb-03_v30_045_cd3,phase62_btcov_f50_s150_r20_m12_rm200_rb-03_v30_045_cd3,2017-08-17,2026-03-17,3135,1189.9310776769853,34.70662911678117,-40.249994269132074,1.0848881673348298,0.8560519137961623,147,47.84688995215311,13.301435406698564,38.85167464114833,115.31359228556815,15.867403659442347,-40.249994269132074,102.30832305691328,24.557015347136346,-24.24042754121175,55.26788494652885,43.96595128285063,-24.24042754121175,50.0,150.0,20.0,0.12,200.0,-0.03,30.0,0.045,3.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm200_rb+00_v30_045_cd3,phase62_btcov_f50_s150_r20_m12_rm200_rb+00_v30_045_cd3,2017-08-17,2026-03-17,3135,1189.9310776769853,34.70662911678117,-40.249994269132074,1.0848881673348298,0.8560519137961623,135,51.100478468899524,13.301435406698564,35.59808612440191,115.31359228556815,15.867403659442347,-40.249994269132074,102.30832305691328,24.557015347136346,-24.24042754121175,55.26788494652885,43.96595128285063,-24.24042754121175,50.0,150.0,20.0,0.12,200.0,0.0,30.0,0.045,3.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm150_rb-03_v30_045_cd3,phase62_btcov_f50_s150_r20_m12_rm150_rb-03_v30_045_cd3,2017-08-17,2026-03-17,3135,1382.461830772834,36.90773460596415,-40.249994269132095,1.1291681513416973,0.8987612841074935,141,49.059011164274324,13.301435406698564,37.63955342902711,115.3135922855678,15.867403659442303,-40.249994269132095,102.3083230569132,24.557015347136325,-24.240427541211705,55.2678849465289,43.96595128285068,-24.240427541211705,50.0,150.0,20.0,0.12,150.0,-0.03,30.0,0.045,3.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm150_rb-03_v20_045_cd3,phase62_btcov_f50_s150_r20_m12_rm150_rb-03_v20_045_cd3,2017-08-17,2026-03-17,3135,1047.0677744928312,32.87697492151853,-40.2499942691321,1.035058875736924,0.8161467438197575,156,49.154704944178626,13.046251993620414,37.79904306220095,117.89771780084139,16.133162386795853,-40.2499942691321,102.30832305691315,24.557015347136325,-24.24042754121175,55.26788494652885,43.96595128285063,-24.24042754121175,50.0,150.0,20.0,0.12,150.0,-0.03,20.0,0.045,3.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm150_rb-03_v30_060_cd3,phase62_btcov_f50_s150_r20_m12_rm150_rb-03_v30_060_cd3,2017-08-17,2026-03-17,3135,1000.7149018950212,32.239925444498674,-46.56140085346462,0.9735799474143585,0.7903170504872166,149,44.81658692185008,15.151515151515152,40.03189792663477,92.56996895993241,13.409876866005654,-46.56140085346462,102.30832305691324,24.557015347136325,-24.24042754121175,55.2678849465289,43.96595128285068,-24.24042754121175,50.0,150.0,20.0,0.12,150.0,-0.03,30.0,0.06,3.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm150_rb-03_v20_060_cd3,phase62_btcov_f50_s150_r20_m12_rm150_rb-03_v20_060_cd3,2017-08-17,2026-03-17,3135,998.3782319305814,32.20718795100932,-45.3333786801221,0.9759500939088891,0.7861301142575614,147,44.91228070175438,14.992025518341306,40.09569377990431,99.5014869918665,14.182636449749019,-45.3333786801221,102.3083230569132,24.557015347136325,-24.24042754121174,55.26788494652892,43.96595128285068,-24.24042754121174,50.0,150.0,20.0,0.12,150.0,-0.03,20.0,0.06,3.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm200_rb-03_v30_060_cd3,phase62_btcov_f50_s150_r20_m12_rm200_rb-03_v30_060_cd3,2017-08-17,2026-03-17,3135,857.7625070295186,30.11386568152925,-46.56140085346462,0.9309529871650299,0.7500761063889191,161,43.22169059011164,15.151515151515152,41.62679425837321,92.5699689599324,13.409876866005654,-46.56140085346462,102.30832305691324,24.557015347136325,-24.24042754121174,55.267884946528945,43.9659512828507,-24.24042754121174,50.0,150.0,20.0,0.12,200.0,-0.03,30.0,0.06,3.0,phase62_overlay
