ts,phase48_current_main,phase48_bnb_trend_loose,phase48_bnb_trend_base,phase48_bnb_trend_strict,phase48_bnb_trend_plus_gap
2020-11-18,7.10911722189143,6.290809362055674,6.722308044072176,6.953524606940221,6.722308044072176
2020-11-19,7.449681841580339,6.592172672162116,7.044342441734285,7.2866355107761835,7.044342441734285
2020-11-20,10.428792922704863,9.228367757260992,9.861359204822595,10.200544729436698,9.861359204822595
2020-11-21,10.54251085215866,9.328995977743649,9.968889707986687,10.311773788689274,9.968889707986687
2020-11-22,11.456459929658623,10.137743285422621,10.833110544946768,11.205719858437083,10.833110544946768
2020-11-23,11.388502027088595,10.077607800752775,10.768850252023475,11.139249306186011,10.768850252023475
2020-11-24,10.720782690756492,9.486747512320784,10.13746172294059,10.486143907752341,10.13746172294059
2020-11-25,9.785749721046441,8.659343212168066,9.253304174602647,9.571575395200878,9.253304174602647
2020-11-26,9.771071096464873,8.646354197349815,9.239424218340744,9.557218032108077,9.239424218340744
2020-11-27,10.08725489196746,8.92614308235413,9.538404359696019,9.866481718965394,9.538404359696019
2020-11-28,10.352041881724697,9.160451284360708,9.788784210759601,10.125473488464548,9.788784210759601
2020-11-29,11.212129956464366,9.921537357903496,10.602074638103934,10.966737376113167,10.602074638103934
2020-11-30,10.68219734126269,9.452603599615797,10.100975813763737,10.448403050653184,10.100975813763737
2020-12-01,10.932177800505272,9.673809603715954,10.33735476203211,10.69291235052024,10.33735476203211
2020-12-02,11.056168973569346,9.783528547429787,10.454599538572847,10.81418980959624,10.454599538572847
2020-12-03,10.617050884050197,9.394955943775335,10.039373994621723,10.38468241148759,10.039373994621723
2020-12-04,10.90005428966552,9.645383727981269,10.306979100950459,10.661491906024306,10.306979100950459
2020-12-05,11.020590036346514,9.75204498844666,10.420956461883087,10.779389565382242,10.420956461883087
2020-12-06,10.911006909700196,9.655075626778634,10.317335785678633,10.672204813203143,10.317335785678633
2020-12-07,10.431237749667732,9.230531167972423,9.863671008024859,10.202936048065354,9.863671008024859
2020-12-08,10.554864594414642,9.339927720042267,9.980571279460293,10.3238571526406,9.980571279460293
2020-12-09,10.391685356735856,9.195531525122062,9.82627067253039,10.16424931257754,9.82627067253039
2020-12-10,10.267529097403067,9.085666497694547,9.70886979211381,10.042810380368387,9.70886979211381
2020-12-11,10.707091212058755,9.474632016165106,10.124515201662021,10.472752085524824,10.124515201662021
2020-12-12,10.91561224733432,9.65915085865341,10.321690545525355,10.676709356814202,10.321690545525355
2020-12-13,10.97148541034905,9.708592639680509,10.37452363315895,10.731359660327856,10.37452363315895
2020-12-14,10.955028182233526,9.694029750720988,10.358961847709212,10.715262620837365,10.358961847709212
2020-12-15,12.015177119543415,10.63214831760376,11.361427766719158,11.75220876935572,11.361427766719158
2020-12-16,12.838305099785257,11.360528655507046,12.139769109275955,12.557321484004394,12.139769109275955
2020-12-17,13.013012273446641,11.51512584238462,12.30497041377049,12.728204955629046,12.30497041377049
2020-12-18,13.415227912077446,11.871043718836612,12.685301380137666,13.121617562739127,12.685301380137666
2020-12-19,13.209062972498113,11.688609769366828,12.490353936104512,12.919964820815169,12.490353936104512
2020-12-20,12.794688845393114,11.321932929356551,12.098526028229305,12.514659830143291,12.098526028229305
2020-12-21,13.409134588997743,11.865651778785631,12.679539596575047,13.115657600250072,12.679539596575047
2020-12-22,13.083614853345193,11.577601583991948,12.371731486344,12.797262302879739,12.371731486344
2020-12-23,13.363186878270113,11.824992962818957,12.636091914424032,13.07071551711867,12.636091914424032
2020-12-24,13.91691902102236,12.314986760778895,13.159695326957776,13.612328485382127,13.159695326957776
2020-12-25,14.919850715948815,13.202474179964689,14.108057210722759,14.593309668007205,14.108057210722759
2020-12-26,14.800614182153486,13.09696258412422,13.995308372117117,14.476682786509324,13.995308372117117
2020-12-27,15.249870049698114,13.494506038437422,14.42012009458276,14.916106083703557,14.42012009458276
2020-12-28,15.4219641901719,13.64679097006208,14.582850541800907,15.084433711894828,14.582850541800907
2020-12-29,16.261367312465815,14.38957307020874,15.37658149110074,15.90546536516953,15.37658149110074
2020-12-30,16.288449374101944,14.413537801914064,15.40219000972609,15.93195469937457,15.40219000972609
2020-12-31,16.518249874647555,14.616886698143515,15.619486996839008,16.156725706147466,15.619486996839008
2021-01-01,18.121345735239522,16.03545529580711,17.135357935904636,17.724735652527908,17.135357935904636
2021-01-02,18.5841003970744,16.444943741157466,17.572933979257154,18.177362304700203,17.572933979257154
2021-01-03,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-04,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-05,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-06,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-07,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-08,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-09,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-10,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-11,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-12,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-13,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-14,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-15,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-16,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-17,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-18,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-19,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-20,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-21,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-22,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-23,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-24,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-25,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-26,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-27,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-28,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-29,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-30,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-31,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-01,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-02,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-03,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-04,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-05,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-06,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-07,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-08,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-09,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-10,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-11,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-12,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-13,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-14,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-15,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-16,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-17,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-18,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-19,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-20,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-21,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-22,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-23,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-24,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-25,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-26,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-27,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-28,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-01,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-02,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-03,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-04,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-05,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-06,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-07,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-08,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-09,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-10,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-11,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-12,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-13,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-14,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-15,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-16,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-17,18.55622424647879,16.420276325545732,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-18,20.384360546883926,18.03798167414915,19.27524144005147,19.938221334010716,19.27524144005147
2021-03-19,20.353784006063602,18.01092470163793,19.246328577891394,19.9083140020097,19.246328577891394
2021-03-20,20.353784006063602,18.01092470163793,19.246328577891394,19.9083140020097,19.246328577891394
2021-03-21,20.353784006063602,18.01092470163793,19.246328577891394,19.9083140020097,19.246328577891394
2021-03-22,20.353784006063602,18.01092470163793,19.246328577891394,19.9083140020097,19.246328577891394
2021-03-23,19.560189954969687,17.30867873628514,18.495914214632787,19.13208882665175,18.495914214632787
2021-03-24,19.530849670037234,17.282715718180715,18.468170343310838,19.10339069341177,18.468170343310838
2021-03-25,20.92249410427194,18.514172390266246,19.784094990879844,20.46457711298073,19.784094990879844
2021-03-26,21.22346680094337,18.780501077619082,20.06869167380557,20.758962616412497,20.06869167380557
2021-03-27,21.208443831774666,18.767207354623302,20.05448610884771,20.744268445178097,20.05448610884771
2021-03-28,21.914854184606515,19.392305059773438,20.722460464740234,21.43521805505198,20.722460464740234
2021-03-29,22.33733003991777,19.766151063838542,21.12194928338564,21.848447456685523,21.12194928338564
2021-03-30,22.335041042843724,19.76412554593334,21.1197848313217,21.84620855739848,21.1197848313217
2021-03-31,22.327394575873775,19.7573592394427,21.11255441088883,21.838729443667177,21.11255441088883
2021-04-01,22.414684452665966,19.83460145630277,21.1950948195797,21.92410886382109,21.1950948195797
2021-04-02,21.6929773635735,19.195967773523673,20.512656027386118,21.218197307382795,20.512656027386118
2021-04-03,22.130270862734527,19.582925809609673,20.926156257481992,21.645920048753233,20.926156257481992
2021-04-04,22.483118621002674,19.895158385302533,21.25980546450797,21.991045258120433,21.25980546450797
2021-04-05,22.467199346539058,19.881071527861994,21.24475236249229,21.975474398440902,21.24475236249229
2021-04-06,20.885078614791638,18.48106367871149,19.74871528928598,20.427980511931466,19.74871528928598
2021-04-07,22.129480284867817,19.58222623264532,20.925408695191628,21.645146773748994,20.925408695191628
2021-04-08,21.984925889651684,19.454311033842338,20.78871954751868,21.50375614636118,20.78871954751868
2021-04-09,22.693550894015093,20.081368469033993,21.45878805509569,22.196871937132048,21.45878805509569
2021-04-10,22.883630882426598,20.24956895487721,21.638525734927594,22.3827917687303,21.638525734927594
2021-04-11,22.73822554154326,20.120900760054784,21.501031941793734,22.24056881976846,21.501031941793734
2021-04-12,24.456072107209582,21.641011474306545,23.125409966015997,23.92081799733518,23.125409966015997
2021-04-13,25.875130375479205,22.896726461231175,24.46725685277446,25.308818262221724,24.46725685277446
2021-04-14,26.74139306469199,23.663276409024757,25.286385931985986,26.156121624581065,25.286385931985986
2021-04-15,25.769506744537615,22.80326083031774,24.367380234938384,25.205506346845638,24.367380234938384
2021-04-16,24.651895978874702,21.814294683281005,23.310579002709076,24.112355999558112,23.310579002709076
2021-04-17,23.780102142825093,21.04285026136104,22.486219728001604,23.259642546967594,22.486219728001604
2021-04-18,23.489862117686645,20.786018841875958,22.21177174876561,22.975754816082468,22.21177174876561
2021-04-19,23.82420747760182,21.081878771409468,22.527925278423965,23.302782577029685,22.527925278423965
2021-04-20,22.710636364173325,20.096487285093964,21.47494389975215,22.213583468741145,21.47494389975215
2021-04-21,21.825363859218722,19.31311568095305,20.63783933451488,21.347686346086633,20.63783933451488
2021-04-22,21.58645888668923,19.10171029953632,20.411933252440658,21.114010130973917,20.411933252440658
2021-04-23,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-04-24,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-04-25,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-04-26,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-04-27,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-04-28,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-04-29,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-04-30,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-01,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-02,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-03,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-04,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-05,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-06,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-07,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-08,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-09,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-10,21.554079198359197,19.07305773408702,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-11,18.844623609630453,16.675478955787735,17.819282046502426,18.43218361551066,17.819282046502426
2021-05-12,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-13,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-14,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-15,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-16,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-17,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-18,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-19,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-20,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-21,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-22,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-23,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-24,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-25,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-26,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-27,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-28,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-29,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-30,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-05-31,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-01,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-02,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-03,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-04,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-05,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-06,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-07,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-08,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-09,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-10,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-11,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-12,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-13,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-14,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-15,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-16,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-17,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-18,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-19,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-20,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-21,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-22,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-23,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-24,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-25,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-26,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-27,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-28,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-29,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-06-30,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-01,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-02,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-03,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-04,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-05,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-06,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-07,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-08,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-09,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-10,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-11,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-12,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-13,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-14,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-15,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-16,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-17,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-18,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-19,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-20,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-21,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-22,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-23,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-24,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-25,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-26,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-27,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-28,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-29,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-30,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-07-31,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-01,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-02,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-03,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-04,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-05,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-06,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-07,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-08,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-09,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-10,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-11,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-12,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-13,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-14,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-15,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-16,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-17,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-18,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-19,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-20,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-21,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-22,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-23,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-24,18.81635667421601,16.650465737354054,17.792553123432672,18.404535340087396,17.792553123432672
2021-08-25,18.00868258076494,15.935760438512464,17.028824817100105,17.614538283082066,17.028824817100105
2021-08-26,19.058102286953638,16.86438478192442,18.021145285638283,18.64099002416752,18.021145285638283
2021-08-27,18.88943827092986,16.715135144040126,17.86165832878086,18.476017447528157,17.86165832878086
2021-08-28,18.7671175606551,16.606894381459902,17.745993124653328,18.356373890911204,17.745993124653328
2021-08-29,18.80303944463393,16.638681411689316,17.779960488264315,18.39150957602908,17.779960488264315
2021-08-30,19.964882421427365,17.666788340794948,18.878587243889715,19.52792405287243,18.878587243889715
2021-08-31,22.279835340011278,19.715274395871027,21.067582887163784,21.79221110580114,21.067582887163784
2021-09-01,22.04113238326378,19.504047776842512,20.84186782913291,21.558732485082672,20.84186782913291
2021-09-02,22.927768316997355,20.288625869814535,21.680261638584664,22.425963196039145,21.680261638584664
2021-09-03,22.621588109793674,20.017689091894784,21.390740787320183,22.12648415546392,21.390740787320183
2021-09-04,22.998680561221367,20.351375631272273,21.747315526555788,22.495323430194045,21.747315526555788
2021-09-05,22.861746572374997,20.2302036781125,21.617832156680514,22.36138642630872,21.617832156680514
2021-09-06,19.996146686737955,17.69445387601893,18.908150411246442,19.558504057586042,18.908150411246442
2021-09-07,19.96615246670785,17.667912195204902,18.879788185629575,19.529166301499664,18.879788185629575
2021-09-08,19.96615246670785,17.667912195204902,18.879788185629575,19.529166301499664,18.879788185629575
2021-09-09,19.96615246670785,17.667912195204902,18.879788185629575,19.529166301499664,18.879788185629575
