policy,neighbor,passed,cagr,max_drawdown,calmar,sharpe,total_return,turnover,cost_drag,max_realized_exposure,without_best_day_cagr,without_top_three_trades_cagr,asset_log_growth_share,trade_log_growth_share,net_log_growth,trade_log_growth_sum,log_reconciliation_error,trade_log_reconciliation_error,bankrupt,days,closed_episodes,profitable_fold_fraction,worst_fold_return
robust_1.25__breakout,vol_high,True,0.10269309706901697,0.334523013261283,0.30698365433174957,0.5655622379709121,0.7514392182518934,14.274694466719668,0.03719500263423064,1.1357780485122277,0.060117417046174015,-0.021124350147530224,0.8013394366715454,0.42347945161233275,0.5604378603709197,0.5604378603709181,1.7763568394002505e-15,1.5543122344752192e-15,False,2094,110,0.5,-0.12545433484358326
robust_1.25__breakout,structure,False,-0.009639881618985213,0.387622053513732,-0.024869280608781737,0.010577607928874612,-0.054020252444629935,12.638438844266567,0.03260211799957658,1.1357780485122282,-0.021050920190392564,-0.09877976697404245,1000000.0,1000000.0,-0.05553411866325865,-0.055534118663254604,3.989863994746656e-15,4.045375145977914e-15,False,2094,106,0.3333333333333333,-0.17158877214597934
robust_1.25__vol_adjusted,vol_low,True,0.2238123586039813,0.3756097052147055,0.5958641523281354,0.913814710642335,2.1832765495955218,3.784504358292427,0.030067288336925183,1.1498687494764537,0.1959967457000764,0.05187624945758618,0.5355943831229043,0.39808682249167765,1.1579110278420364,1.1579110278420326,3.9968028886505635e-15,3.774758283725532e-15,False,2094,25,0.6666666666666666,-0.10711643073256016
robust_1.25__vol_adjusted,vol_high,True,0.3019077714280669,0.3955351559656367,0.7632893483033302,0.9824787617869986,3.538321107604488,4.814387857476277,0.03780297266336821,1.1587745526602489,0.27189705412469967,0.07537069009789343,0.4883454585029333,0.32980062939709287,1.512557143573226,1.5125571435732308,5.329070518200751e-15,4.884981308350689e-15,False,2094,25,0.6666666666666666,-0.1546468181648174
robust_1.25__vol_adjusted,structure,False,0.06443153444074734,0.42403089905593494,0.15195009275078328,0.36964064196737767,0.43043317602620856,5.026481584411027,0.03675080236111342,1.1476330799662546,0.04153544293519307,-0.09465413764348274,0.5398527185928694,0.9836057348109071,0.3579773186987769,0.3579773186987665,1.1157741397482823e-14,1.0436096431476471e-14,False,2094,31,0.5,-0.20544604923344023
robust_1.25__ensemble,vol_low,True,0.10496096867206228,0.25774864899298056,0.40722218751540673,0.7558187130032711,0.7721911903671135,8.03966936170698,0.028910655555566416,0.7103771750127267,0.09400546130372134,0.01743415918571256,0.3243341487564712,0.35311347079594463,0.5722167416036505,0.5722167416036474,2.886579864025407e-15,3.1086244689504383e-15,False,2094,82,0.6666666666666666,-0.12015595539734503
robust_1.25__ensemble,vol_high,True,0.158977184363986,0.3441554841192095,0.46193418876021475,0.7991830119733238,1.3299421601581063,10.79943935136401,0.0390518328259342,1.0575595268224267,0.14210130118665343,0.028513515085268892,0.32941238653301463,0.3362389012596743,0.8458434433030124,0.8458434433030055,6.661338147750939e-15,6.8833827526759706e-15,False,2094,82,0.6666666666666666,-0.16305629565720603
robust_1.25__ensemble,structure,False,0.017665186027997715,0.37198579432675627,0.047488872686574764,0.18829994429499364,0.10560360490228105,7.949711198311102,0.03136411850734836,1.1254278179246704,0.006513294231940137,-0.06540866097608711,1.8150925076206976,2.3137395954438373,0.1003914346105027,0.10039143461050191,6.106226635438361e-16,7.91033905045424e-16,False,2094,63,0.5,-0.21721846189393634
robust_1.25__regime_allocation,vol_low,True,0.0740433053314018,0.21523703355666113,0.34400820392235104,0.6765134325483242,0.5060860409195904,5.177167876671298,0.01889557301480177,0.9445474603650729,0.06521512925065887,0.010358908765428998,0.6288605779516214,0.3165118504280393,0.409514259830447,0.40951425983045026,3.4416913763379853e-15,3.2751579226442118e-15,False,2094,51,0.6666666666666666,0.0
robust_1.25__regime_allocation,vol_high,True,0.10562550862067388,0.3086121212563675,0.34225975373446077,0.666529571233682,0.7783103153187501,7.648253591250749,0.028102864718705323,1.1284374440695724,0.09202027498225362,0.009919365809203828,0.6629678617219382,0.33482154469109277,0.5756636524135083,0.5756636524135015,6.5503158452884236e-15,6.772360450213455e-15,False,2094,51,0.6666666666666666,0.0
