policy,partition,selector,overlay,feasible,pareto,cagr,max_drawdown,calmar,sharpe,total_return,turnover,cost_drag,max_realized_exposure,without_best_day_cagr,without_top_three_trades_cagr,asset_log_growth_share,trade_log_growth_share,net_log_growth,trade_log_growth_sum,log_reconciliation_error,trade_log_reconciliation_error,bankrupt,days,closed_episodes,profitable_fold_fraction,worst_fold_return,double_cost_cagr,delayed_entry_cagr,parameter_stability
robust_1.25__all_calmar__cat4,robust_1.25,all_calmar,cat4,False,False,-0.04224031520666782,0.646682228940064,-0.06531850314783082,-0.07083217008472575,-0.21919479853100454,6.550889234360536,0.03360013188763851,1.1504734752445198,-0.07363319285583336,-0.14205541695460888,1000000.0,1000000.0,-0.24742958218797792,-0.24742958218797248,5.467848396278896e-15,5.440092820663267e-15,False,2094,65,0.5,-0.5589819635751145,-0.07392378621837914,0.036594809521638405,0.0
robust_1.25__all_calmar__trail3,robust_1.25,all_calmar,trail3,False,False,-0.05914769417799992,0.6659245094503017,-0.08882041933976023,-0.15393813933657866,-0.2949873383170437,7.8473228036802345,0.03307237327579366,1.1662487278225788,-0.08998639180910639,-0.1503732582541486,1000000.0,1000000.0,-0.34953951649716264,-0.3495395164971629,3.3306690738754696e-16,2.7755575615628914e-16,False,2094,74,0.3333333333333333,-0.4716595546987711,-0.09061882456356507,-0.011067136090750607,0.3333333333333333
robust_1.25__all_calmar__tp25_trail3,robust_1.25,all_calmar,tp25_trail3,False,False,-0.07557634833517957,0.6678865766270563,-0.11315745963461836,-0.26274540534375546,-0.3627106090508706,7.811868546333752,0.03217148368671872,1.1662487278225784,-0.09995561262585329,-0.14720399858461808,1000000.0,1000000.0,-0.45053142367142107,-0.4505314236714202,7.216449660063518e-16,8.881784197001252e-16,False,2094,74,0.3333333333333333,-0.4716595546987711,-0.10556034778421686,-0.027101481544787975,0.0
robust_1.25__all_calmar__tp50_trail3,robust_1.25,all_calmar,tp50_trail3,False,False,-0.08808242419745682,0.6656990582601989,-0.13231568094396856,-0.36821888221627075,-0.410582547855448,7.800882997259227,0.03112427366492542,1.1662487278225782,-0.10602029981588568,-0.14346400872526122,1000000.0,1000000.0,-0.5286205990990107,-0.52862059909901,3.3306690738754696e-16,6.661338147750939e-16,False,2094,74,0.3333333333333333,-0.4716595546987711,-0.11671428598208466,-0.05304924039955916,0.0
aggressive_1.25__cross_sectional,aggressive_1.25,cross_sectional,,False,False,-0.017350825342989373,0.6699694707828785,-0.025897934308431157,0.05392425520463564,-0.09547596415466253,2.531310625237761,0.035865355894344295,1.166248727822579,-0.0314917642147321,-0.1478431426795962,1000000.0,1000000.0,-0.1003464008731727,-0.1003464008731733,1.609823385706477e-15,5.967448757360216e-16,False,2094,17,0.5,-0.6180158920874672,-0.0534352592509737,-0.022820313344490084,0.6666666666666666
aggressive_1.25__dual_momentum,aggressive_1.25,dual_momentum,,False,False,-0.024671934121715866,0.5253679430988876,-0.0469612477232399,0.01957552455673945,-0.13343640353798858,4.959759384359444,0.030222413922313365,1.166248727822579,-0.03954641728857444,-0.12084509166817625,1000000.0,1000000.0,-0.14321977787228643,-0.14321977787228118,5.051514762044462e-15,5.245803791353865e-15,False,2094,27,0.5,-0.3794875904328765,-0.0541640658629543,-0.042982943390260764,0.3333333333333333
aggressive_1.25__relative_strength,aggressive_1.25,relative_strength,,False,False,0.09460756101986112,0.4779764823800129,0.19793350616075675,0.4724895740337976,0.6790784802940382,5.491702844864379,0.03620768378467449,1.166248727822579,0.07485600106089563,-0.09852658082384302,1.3448518111032817,0.9065004321737367,0.5182451192865436,0.5182451192865445,0.0,8.881784197001252e-16,False,2094,31,0.6666666666666666,-0.3794875904328765,0.05724581952454333,0.06481416362455805,0.3333333333333333
aggressive_1.25__breakout,aggressive_1.25,breakout,,False,False,0.0714039864668059,0.4059920318149316,0.1758753395912826,0.4099732289915786,0.4849909657270419,18.733725058789037,0.04932341076993619,1.1357780485122277,0.034064139135299376,-0.0402096601451164,0.8791519139303675,0.5959355194638113,0.39540868855066147,0.39540868855066263,8.881784197001252e-16,1.1657341758564144e-15,False,2094,136,0.6666666666666666,-0.2360279378750305,0.01963513727300792,0.10704918742687375,0.6666666666666666
aggressive_1.25__vol_adjusted,aggressive_1.25,vol_adjusted,,False,False,0.22974322353640808,0.40973007104225445,0.5607184821753423,0.843387162178888,2.272740129809695,4.461342653027753,0.035769001203852346,1.1590681517888215,0.20167155405128812,0.04236891085299366,0.5594046490741188,0.39266818267664116,1.185627594202983,1.1856275942029864,2.6645352591003757e-15,3.3306690738754696e-15,False,2094,25,0.6666666666666666,-0.2379619005749457,0.18692128382750717,0.18107375062359443,0.6666666666666666
aggressive_1.25__ensemble,aggressive_1.25,ensemble,,False,False,0.0807083888668203,0.3781133069403526,0.21345027372853623,0.5099573798584107,0.5604611745862145,9.200535831526473,0.03446910383566146,0.9200661699288938,0.06886542727516787,-0.022363814853929354,0.6168400939582075,0.5359456812784407,0.444981402307815,0.444981402307809,5.662137425588298e-15,5.995204332975845e-15,False,2094,73,0.5,-0.23943131714482102,0.04149999069059218,0.07607763506259957,0.6666666666666666
aggressive_1.25__regime_allocation,aggressive_1.25,regime_allocation,,False,False,0.1608599880845445,0.4310412673505979,0.37318929826202724,0.7403159735767636,1.3517258564066807,9.835292240025472,0.03507542640436529,1.132887060616327,0.13921583993061049,0.0023152165995943275,0.7239697452851351,0.36933766869304085,0.8551494655927907,0.8551494655927923,1.4432899320127035e-15,1.5543122344752192e-15,False,2094,51,0.6666666666666666,0.0,0.1202253361728618,0.21315161758241263,1.0
aggressive_1.25__slow_hysteresis,aggressive_1.25,slow_hysteresis,,False,False,0.16117124757361578,0.476363686614381,0.3383365527273803,0.6511526067611437,1.3553432143388058,3.696845182364598,0.03484034299632432,1.166248727822578,0.134664888478768,-0.04161932253327649,0.9640851517619842,0.45155255289300805,0.8566864554222844,0.8566864554222873,2.9976021664879227e-15,2.886579864025407e-15,False,2094,20,0.5,-0.3239858564587459,0.12141202597414913,0.12101686199154837,0.6666666666666666
aggressive_1.25__all_growth,aggressive_1.25,all_growth,,False,False,-0.030659555358920842,0.6956238060559188,-0.04407490815007591,0.03614735642655171,-0.16349601348222964,7.043624365032674,0.039330038452444045,1.166248727822579,-0.0624320202706925,-0.13333577528263152,1000000.0,1000000.0,-0.17852399285499587,-0.17852399285499765,1.8318679906315083e-15,1.7763568394002505e-15,False,2094,58,0.5,-0.6180158920874672,-0.06947650667362626,0.02810067289526974,0.3333333333333333
aggressive_1.25__all_calmar,aggressive_1.25,all_calmar,,False,False,0.05867571333402943,0.4620079680689978,0.12700151813240287,0.3502424371958015,0.3866519546068794,7.110154705800896,0.03384337572298909,1.166248727822579,0.02397507008654265,-0.05346323740419656,1.3093820315754208,0.7839794426852795,0.32689217589027697,0.32689217589027486,2.6645352591003757e-15,2.1094237467877974e-15,False,2094,59,0.5,-0.3239858564587459,0.023187123984985458,0.12103765604993755,0.6666666666666666
aggressive_1.25__all_calmar__cat4,aggressive_1.25,all_calmar,cat4,False,False,0.0078079025619812725,0.4904127895251055,0.015921082664956815,0.15612297752149906,0.04559836689384311,7.657073748676834,0.034085194814300154,1.1504734752445198,-0.025225425820198155,-0.0989429365434914,9.599310496932837,5.747491497568232,0.04458932144241859,0.0445893214424258,6.827871601444713e-15,7.20951076615961e-15,False,2094,64,0.5,-0.36392344410904676,-0.026172711568902884,0.061069931612486084,0.6666666666666666
aggressive_1.25__all_calmar__trail3,aggressive_1.25,all_calmar,trail3,False,False,-0.033919917612504236,0.6781353464418138,-0.05001939183745921,-0.020973375127014877,-0.1794985128215425,9.265718987274578,0.03376543883015906,1.1662487278225788,-0.06558551630830944,-0.1275915809683521,1000000.0,1000000.0,-0.19783955592656746,-0.19783955592656582,1.3600232051658168e-15,1.6375789613221059e-15,False,2094,75,0.3333333333333333,-0.3239858564587459,-0.06657931899797154,0.008551711697174946,0.0
aggressive_1.25__all_calmar__tp25_trail3,aggressive_1.25,all_calmar,tp25_trail3,False,False,-0.04716499748781022,0.6729582517357746,-0.07008606754751369,-0.10130788771300335,-0.2419336139437287,9.227583628831127,0.0326733491957524,1.1662487278225784,-0.07229353710253683,-0.12099406079926289,1000000.0,1000000.0,-0.2769843166255489,-0.2769843166255438,4.773959005888173e-15,5.10702591327572e-15,False,2094,75,0.3333333333333333,-0.3239858564587459,-0.07821306698019603,-0.0051275808922176536,0.0
aggressive_1.25__all_calmar__tp50_trail3,aggressive_1.25,all_calmar,tp50_trail3,False,False,-0.05721605184634404,0.652973035089742,-0.08762391212445778,-0.1784658802937007,-0.28664862610488606,9.214585116848912,0.03143901494320666,1.1662487278225782,-0.07576108447404417,-0.11447217926573083,1000000.0,1000000.0,-0.3377811694469819,-0.33778116944697933,2.3314683517128287e-15,2.55351295663786e-15,False,2094,75,0.3333333333333333,-0.3239858564587459,-0.08675368669981232,-0.03012021818092414,0.0
aggressive_1.5__cross_sectional,aggressive_1.5,cross_sectional,,False,False,-0.023895011296147683,0.6699694707828785,-0.03566582111305114,0.028790324592501096,-0.12947149850063788,2.619776125983382,0.03604905122947404,1.4935881895439813,-0.03794177522131159,-0.15351828400102463,1000000.0,1000000.0,-0.13865477878275903,-0.13865477878275523,2.886579864025407e-15,3.802513859341161e-15,False,2094,17,0.5,-0.6180158920874672,-0.05992991594416286,-0.02957580488717282,0.6666666666666666
aggressive_1.5__dual_momentum,aggressive_1.5,dual_momentum,,False,False,-0.030228262266701278,0.5406621752332912,-0.05590970415797635,-0.0017123746945799483,-0.1613599805716286,5.125077792151073,0.03060551074892973,1.4935881895439813,-0.04501800726970151,-0.1258535327577569,1000000.0,1000000.0,-0.1759737236712998,-0.17597372367129316,6.467049118441537e-15,6.63358257213531e-15,False,2094,27,0.5,-0.3794875904328765,-0.05992968423059164,-0.04940322281172427,0.3333333333333333
aggressive_1.5__relative_strength,aggressive_1.5,relative_strength,,False,False,0.08678208649300934,0.47797648238001345,0.18156141503215958,0.44357109210076423,0.6114132864384212,5.659474637664232,0.036897377034409484,1.4935881895439813,0.06717173269306231,-0.10497131730257192,1.4607963216944635,0.9846530941185893,0.4771116116033856,0.47711161160338666,5.551115123125783e-17,1.0547118733938987e-15,False,2094,31,0.6666666666666666,-0.3794875904328765,0.04892915409281895,0.056860039392801376,0.6666666666666666
aggressive_1.5__breakout,aggressive_1.5,breakout,,False,False,0.07092361070875675,0.4059920318149316,0.17469212484713675,0.40800547237877055,0.481177873677753,18.781047630762934,0.04940476990057173,1.198267723499605,0.03360050510837498,-0.040639992697449556,0.8849058164203768,0.5998358179389601,0.3928376318399872,0.3928376318399854,2.220446049250313e-15,1.8318679906315083e-15,False,2094,136,0.6666666666666666,-0.2360279378750305,0.01907391864221486,0.10687027030996066,0.6666666666666666
aggressive_1.5__vol_adjusted,aggressive_1.5,vol_adjusted,,True,True,0.1901492049187763,0.316066334328557,0.6016117006663309,1.0410656252221169,1.7128600500374662,4.396106522858278,0.027753306180396103,1.2937224355132324,0.16699765180442272,0.064864910021603,0.3210988612969109,0.319624578693532,0.9980034473987558,0.9980034473987546,1.3322676295501878e-15,1.2212453270876722e-15,False,2094,28,0.6666666666666666,-0.2379619005749457,0.15686636671549903,0.1689306001918498,0.6666666666666666
aggressive_1.5__ensemble,aggressive_1.5,ensemble,,False,False,0.0807083888668203,0.3781133069403526,0.21345027372853623,0.5099573798584107,0.5604611745862145,9.200535831526473,0.03446910383566146,0.9200661699288938,0.06886542727516787,-0.022363814853929354,0.6168400939582075,0.5359456812784407,0.444981402307815,0.444981402307809,5.662137425588298e-15,5.995204332975845e-15,False,2094,73,0.5,-0.23943131714482102,0.04149999069059218,0.07607763506259957,0.6666666666666666
aggressive_1.5__regime_allocation,aggressive_1.5,regime_allocation,,False,False,0.15934656358008548,0.44098449525010364,0.36134278029369793,0.731433440789983,1.3342026224918997,10.013274714011079,0.035545269433099595,1.3759656875322688,0.1368096036940063,0.0007539934023208517,0.7303574385146965,0.3725963901259418,0.847670343503285,0.8476703435032865,1.4432899320127035e-15,1.5543122344752192e-15,False,2094,51,0.6666666666666666,0.0,0.11854731756227199,0.2138029232451366,1.0
aggressive_1.5__slow_hysteresis,aggressive_1.5,slow_hysteresis,,False,False,0.17072474805821414,0.4914983440129853,0.3473556933361786,0.6652011680259924,1.4686267987955821,3.8447543020207675,0.03539188582155243,1.4935881895439806,0.14052964264807777,-0.048001889054023916,1.008344522564045,0.5027222987565396,0.9036620441367007,0.903662044136701,4.440892098500626e-16,3.3306690738754696e-16,False,2094,20,0.5,-0.3239858564587459,0.1303040190814686,0.12995182433952635,0.6666666666666666
aggressive_1.5__all_growth,aggressive_1.5,all_growth,,False,False,-0.036181770308972405,0.7054318206632716,-0.051290244144293125,0.018121988726418223,-0.1904509576668001,7.20894277302714,0.03971313548876824,1.4935881895439813,-0.06777323134155422,-0.13827305626050446,1000000.0,1000000.0,-0.21127792421197034,-0.21127792421196617,3.885780586188048e-15,4.163336342344337e-15,False,2094,58,0.5,-0.6180158920874672,-0.07514877484959115,0.021203521933658598,0.3333333333333333
aggressive_1.5__all_calmar,aggressive_1.5,all_calmar,,False,False,0.05264456619294999,0.47868968539805745,0.10997639556234237,0.3273345521345016,0.3419694107789064,7.275473113795361,0.03422647275931328,1.4935881895439813,0.018141608301497802,-0.05885554254330139,1.4551890117262845,0.8712799190029228,0.2941382445333025,0.29413824453330634,3.4416913763379853e-15,3.83026943495679e-15,False,2094,59,0.5,-0.3239858564587459,0.016949998535642274,0.11351702489846338,0.6666666666666666
aggressive_1.5__all_calmar__cat4,aggressive_1.5,all_calmar,cat4,False,False,0.0018544595427647526,0.5101598468273165,0.0036350558639564328,0.13391170593703133,0.010678493550475343,7.822689608765061,0.03446803572729568,1.435162064192706,-0.030983730422898592,-0.10426576827631873,40.296698591102796,24.127246702399646,0.010621881105362468,0.01062188110536641,3.469446951953614e-15,3.941291737419306e-15,False,2094,64,0.5,-0.36392344410904676,-0.03231388291169557,0.05406524264989687,0.6666666666666666
aggressive_1.5__all_calmar__trail3,aggressive_1.5,all_calmar,trail3,False,False,-0.038056961067189365,0.6859576855861034,-0.05548004179685271,-0.032269353543443735,-0.19943931971086915,9.50735042301604,0.03444625144801238,1.4935881895439804,-0.06958695821172434,-0.13132749438336389,1000000.0,1000000.0,-0.22244294643372034,-0.22244294643371398,6.189493362285248e-15,6.356026815979021e-15,False,2094,75,0.3333333333333333,-0.3239858564587459,-0.07130229299012336,0.003420180606602319,0.0
aggressive_1.5__all_calmar__tp25_trail3,aggressive_1.5,all_calmar,tp25_trail3,False,False,-0.05127423106606477,0.6809621499285233,-0.07529674163453391,-0.11296912045498989,-0.26048624891936345,9.469579438668507,0.033346666819265305,1.4935881895439806,-0.07629440035593449,-0.12478489626534628,1000000.0,1000000.0,-0.30176240189850956,-0.30176240189850334,5.773159728050814e-15,6.217248937900877e-15,False,2094,75,0.3333333333333333,-0.3239858564587459,-0.08288757885995268,-0.010265254571904636,0.0
aggressive_1.5__all_calmar__tp50_trail3,aggressive_1.5,all_calmar,tp50_trail3,False,False,-0.0615662787449579,0.6620535063446022,-0.09299290488601739,-0.19209820988841952,-0.30531451463877735,9.456872811008417,0.032121863477511316,1.4935881895439813,-0.0800257402299478,-0.11855821292463398,1000000.0,1000000.0,-0.3642960748926472,-0.3642960748926488,2.1649348980190553e-15,1.609823385706477e-15,False,2094,75,0.3333333333333333,-0.3239858564587459,-0.09166324528943881,-0.03546679945256703,0.0
aggressive_2__cross_sectional,aggressive_2,cross_sectional,,False,False,-0.02409405803179787,0.6699694707828785,-0.03596291933070215,0.028034257703595012,-0.1304887267087973,2.6224820524736936,0.03605465155131771,1.5040660798189531,-0.03813795754940552,-0.1536908980377394,1000000.0,1000000.0,-0.139823980014571,-0.13982398001456703,3.0808688933348094e-15,3.969047313034935e-15,False,2094,17,0.5,-0.6180158920874672,-0.060127488697845344,-0.029781407625523282,0.3333333333333333
aggressive_2__dual_momentum,aggressive_2,dual_momentum,,False,False,-0.02965059444555096,0.5390913077372811,-0.055001062009333634,0.0009343148786366308,-0.1584919556097346,5.191187189689095,0.03077551010586592,1.5389744177322393,-0.04444914931528443,-0.12533282642507082,1000000.0,1000000.0,-0.1725597058125779,-0.17255970581256994,7.93809462606987e-15,7.965850201685498e-15,False,2094,27,0.5,-0.3794875904328765,-0.05952925475063786,-0.04944239885597557,0.3333333333333333
aggressive_2__relative_strength,aggressive_2,relative_strength,,False,False,0.0765830289367262,0.46388335359197275,0.16509113410456172,0.4316301794467664,0.5266180549814288,3.753226280542087,0.03133441896863437,1.5040660798189531,0.06109032289760141,-0.08135569825619293,1.520170908443827,0.914394292405531,0.4230548672358055,0.42305486723580976,3.552713678800501e-15,4.274358644806853e-15,False,2094,23,0.6666666666666666,-0.3794875904328765,0.04308988293427607,0.05209939695938193,0.3333333333333333
aggressive_2__breakout,aggressive_2,breakout,,False,False,0.07092361070875675,0.4059920318149316,0.17469212484713675,0.40800547237877055,0.481177873677753,18.781047630762934,0.04940476990057173,1.198267723499605,0.03360050510837498,-0.040639992697449556,0.8849058164203768,0.5998358179389601,0.3928376318399872,0.3928376318399854,2.220446049250313e-15,1.8318679906315083e-15,False,2094,136,0.6666666666666666,-0.2360279378750305,0.01907391864221486,0.10687027030996066,0.6666666666666666
aggressive_2__vol_adjusted,aggressive_2,vol_adjusted,,True,True,0.1901492049187763,0.316066334328557,0.6016117006663309,1.0410656252221169,1.7128600500374662,4.396106522858278,0.027753306180396103,1.2937224355132324,0.16699765180442272,0.064864910021603,0.3210988612969109,0.319624578693532,0.9980034473987558,0.9980034473987546,1.3322676295501878e-15,1.2212453270876722e-15,False,2094,28,0.6666666666666666,-0.2379619005749457,0.15686636671549903,0.1689306001918498,0.6666666666666666
aggressive_2__ensemble,aggressive_2,ensemble,,False,False,0.08910847446442682,0.3781133069403526,0.23566606313192698,0.5343625199853661,0.6312894891770724,9.492153323131378,0.03551432201336863,1.325735702261104,0.07321844065660543,-0.014764884630804609,0.6671556786564911,0.4873316122504791,0.4893707997205005,0.4893707997204949,5.2735593669694936e-15,5.6066262743570405e-15,False,2094,73,0.5,-0.23943131714482102,0.048556780343733896,0.08974437532655255,0.6666666666666666
aggressive_2__regime_allocation,aggressive_2,regime_allocation,,False,False,0.16078918525254826,0.44608088607112073,0.3604484977348097,0.7280582055236987,1.3509036492583246,10.401894801641795,0.0366650578010855,1.5976510697322306,0.13748913509671956,0.0013209606849295952,0.7242659053500795,0.36948875659230584,0.8547997858420302,0.854799785842033,2.55351295663786e-15,2.7755575615628914e-15,False,2094,51,0.6666666666666666,0.0,0.11880239807615722,0.22133949598572156,1.0
aggressive_2__slow_hysteresis,aggressive_2,slow_hysteresis,,False,False,0.13965132404246616,0.5616002951315526,0.24866675686086204,0.5728320257595118,1.115812863774627,4.383951610734915,0.036389751386428755,1.9999999999999996,0.10959880605651517,-0.0754374732889187,1.2337599913040493,0.6240885320031929,0.7494390714152845,0.7494390714152844,4.440892098500626e-16,1.1102230246251565e-16,False,2094,21,0.5,-0.3239858564587459,0.09990385470842211,0.09599045883676927,0.6666666666666666
aggressive_2__all_growth,aggressive_2,all_growth,,False,False,-0.035607648762219,0.7044244408779294,-0.05054857085572006,0.02034172023565578,-0.1876824191833638,7.2750521705714775,0.03988313485223206,1.5389744177322393,-0.0672179280095987,-0.13775974784759226,1000000.0,1000000.0,-0.20786390590370607,-0.20786390590370168,4.385380947269368e-15,4.385380947269368e-15,False,2094,58,0.5,-0.6180158920874672,-0.07475482777428044,0.02116143612135546,0.3333333333333333
aggressive_2__all_calmar,aggressive_2,all_calmar,,False,False,0.0532715992868531,0.47690688090776134,0.11170230797562422,0.3296085064418598,0.34655874850034074,7.341582511339696,0.034396472122777105,1.5389744177322393,0.018748088877362346,-0.05829492717518736,1.438492644235832,0.8612831353566065,0.2975522628415668,0.2975522628415709,3.774758283725532e-15,4.107825191113079e-15,False,2094,59,0.5,-0.3239858564587459,0.01738317575027515,0.1134711346645394,0.3333333333333333
aggressive_2__all_calmar__cat4,aggressive_2,all_calmar,cat4,False,False,0.0024446293503814776,0.5107507263090618,0.0047863453235741475,0.13631513551153193,0.014096534704528318,7.888810188184754,0.03463802990700713,1.538974417732239,-0.030412904850434797,-0.10373811149525924,30.577482975980942,18.307963210236956,0.013998102515813432,0.013998102515818789,5.079270337660091e-15,5.35682609381638e-15,False,2094,64,0.5,-0.36392344410904676,-0.03190808054616934,0.05402534413237725,0.3333333333333333
aggressive_2__all_calmar__trail3,aggressive_2,all_calmar,trail3,False,False,-0.03498464812098989,0.6801637467350476,-0.05143562603700177,-0.011139059881888222,-0.18466933676506259,9.72461591149991,0.03519971544027195,1.87437822551781,-0.0666153477130712,-0.1285530746131721,1000000.0,1000000.0,-0.2041615262634331,-0.2041615262634276,5.079270337660091e-15,5.495603971894525e-15,False,2094,75,0.3333333333333333,-0.3239858564587459,-0.06893027908611637,0.0064703809411545965,0.0
aggressive_2__all_calmar__tp25_trail3,aggressive_2,all_calmar,tp25_trail3,False,False,-0.048451690214297516,0.675482075480794,-0.07172905392021042,-0.09100893977324773,-0.24778371092854623,9.687839082142899,0.03409734810282176,1.8743782255178114,-0.07491930964943805,-0.12218105597211737,1000000.0,1000000.0,-0.28473137794047265,-0.2847313779404689,3.497202527569243e-15,3.774758283725532e-15,False,2094,75,0.3333333333333333,-0.3239858564587459,-0.0807463615684022,-0.007563358830237177,0.0
aggressive_2__all_calmar__tp50_trail3,aggressive_2,all_calmar,tp50_trail3,False,False,-0.0591512926437181,0.6570371228752954,-0.09002732202537196,-0.17094510933362794,-0.2950027971019563,9.675832110643437,0.03288036479271984,1.8743782255178105,-0.08055461419730092,-0.11628989112776578,1000000.0,1000000.0,-0.34956144369824826,-0.34956144369824904,1.1657341758564144e-15,7.771561172376096e-16,False,2094,75,0.3333333333333333,-0.3239858564587459,-0.08992382843978475,-0.03331361053772408,0.0
aggressive_2.5__cross_sectional,aggressive_2.5,cross_sectional,,False,False,-0.02409405803179787,0.6699694707828785,-0.03596291933070215,0.028034257703595012,-0.1304887267087973,2.6224820524736936,0.03605465155131771,1.5040660798189531,-0.03813795754940552,-0.1536908980377394,1000000.0,1000000.0,-0.139823980014571,-0.13982398001456703,3.0808688933348094e-15,3.969047313034935e-15,False,2094,17,0.5,-0.6180158920874672,-0.060127488697845344,-0.029781407625523282,0.3333333333333333
aggressive_2.5__dual_momentum,aggressive_2.5,dual_momentum,,False,False,-0.02965059444555096,0.5390913077372811,-0.055001062009333634,0.0009343148786366308,-0.1584919556097346,5.191187189689095,0.03077551010586592,1.5389744177322393,-0.04444914931528443,-0.12533282642507082,1000000.0,1000000.0,-0.1725597058125779,-0.17255970581256994,7.93809462606987e-15,7.965850201685498e-15,False,2094,27,0.5,-0.3794875904328765,-0.05952925475063786,-0.04944239885597557,0.3333333333333333
