date,trend_input_raw,trend_threshold_raw,trend_band,trend_score_raw,trend_score,buy_threshold,prev_trend_score,crossed_up_today,crossed_down_today,trend_state_label,trend_calc_date
2018-06-23,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-06-23
2018-06-24,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-06-24
2018-06-25,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-06-25
2018-06-26,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-06-26
2018-06-27,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-06-27
2018-06-28,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-06-28
2018-06-29,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-06-29
2018-06-30,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-06-30
2018-07-01,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-01
2018-07-02,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-02
2018-07-03,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-03
2018-07-04,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-04
2018-07-05,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-05
2018-07-06,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-06
2018-07-07,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-07
2018-07-08,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-08
2018-07-09,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-09
2018-07-10,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-10
2018-07-11,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-11
2018-07-12,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-12
2018-07-13,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-13
2018-07-14,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-14
2018-07-15,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-15
2018-07-16,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-16
2018-07-17,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-17
2018-07-18,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-18
2018-07-19,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-19
2018-07-20,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-20
2018-07-21,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-21
2018-07-22,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-22
2018-07-23,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-23
2018-07-24,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-24
2018-07-25,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-25
2018-07-26,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-26
2018-07-27,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-27
2018-07-28,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-28
2018-07-29,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-29
2018-07-30,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-30
2018-07-31,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-07-31
2018-08-01,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-01
2018-08-02,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-02
2018-08-03,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-03
2018-08-04,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-04
2018-08-05,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-05
2018-08-06,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-06
2018-08-07,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-07
2018-08-08,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-08
2018-08-09,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-09
2018-08-10,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-10
2018-08-11,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-11
2018-08-12,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-12
2018-08-13,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-13
2018-08-14,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-14
2018-08-15,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-15
2018-08-16,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-16
2018-08-17,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-17
2018-08-18,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-18
2018-08-19,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-19
2018-08-20,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-20
2018-08-21,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-21
2018-08-22,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-22
2018-08-23,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-23
2018-08-24,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-24
2018-08-25,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-25
2018-08-26,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-26
2018-08-27,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-27
2018-08-28,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-28
2018-08-29,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-29
2018-08-30,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-30
2018-08-31,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-08-31
2018-09-01,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-01
2018-09-02,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-02
2018-09-03,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-03
2018-09-04,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-04
2018-09-05,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-05
2018-09-06,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-06
2018-09-07,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-07
2018-09-08,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-08
2018-09-09,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-09
2018-09-10,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-10
2018-09-11,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-11
2018-09-12,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-12
2018-09-13,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-13
2018-09-14,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-14
2018-09-15,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-15
2018-09-16,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-16
2018-09-17,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-17
2018-09-18,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-18
2018-09-19,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-19
2018-09-20,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-20
2018-09-21,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-21
2018-09-22,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-22
2018-09-23,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-23
2018-09-24,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-24
2018-09-25,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-25
2018-09-26,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-26
2018-09-27,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-27
2018-09-28,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-28
2018-09-29,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-29
2018-09-30,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-09-30
2018-10-01,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-01
2018-10-02,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-02
2018-10-03,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-03
2018-10-04,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-04
2018-10-05,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-05
2018-10-06,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-06
2018-10-07,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-07
2018-10-08,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-08
2018-10-09,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-09
2018-10-10,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-10
2018-10-11,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-11
2018-10-12,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-12
2018-10-13,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-13
2018-10-14,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-14
2018-10-15,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-15
2018-10-16,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-16
2018-10-17,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-17
2018-10-18,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-18
2018-10-19,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-19
2018-10-20,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-20
2018-10-21,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-21
2018-10-22,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-22
2018-10-23,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-23
2018-10-24,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-24
2018-10-25,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-25
2018-10-26,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-26
2018-10-27,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-27
2018-10-28,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-28
2018-10-29,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-29
2018-10-30,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-30
2018-10-31,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-10-31
2018-11-01,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-01
2018-11-02,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-02
2018-11-03,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-03
2018-11-04,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-04
2018-11-05,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-05
2018-11-06,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-06
2018-11-07,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-07
2018-11-08,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-08
2018-11-09,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-09
2018-11-10,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-10
2018-11-11,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-11
2018-11-12,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-12
2018-11-13,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-13
2018-11-14,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-14
2018-11-15,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-15
2018-11-16,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-16
2018-11-17,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-17
2018-11-18,0.0,0.02,0.12,-0.16666666666666669,-0.16666666666666669,0.0,-0.16666666666666669,False,False,pod_buy_hranicou,2018-11-18
