strategy,cagr,mdd,sharpe,calmar,turnover,costs,fee,slippage,funding,trades,median_holding,profitable_folds,fold_count,worst_fold,without_best_day,without_three_trades,liquidations,total_log_growth
phase2_slow_hysteresis,-0.0310275824979,0.670962859292,0.0904910344658,-0.0462433681212,13.4767831256,0.114097748028,0.012129104813,0.0269538876835,0.0750147555313,40,30,3,6,-0.392677122165,-0.0626124982964,-0.222230215409,0,-0.165858377784
phase2_ensemble,-0.0696207823261,0.638792046263,-0.0270323944497,-0.108988179696,16.1016216643,0.123409016724,0.0144914594979,0.0322035438393,0.0767140133866,56,30,2,6,-0.392320017484,-0.0916031533885,-0.228931573002,0,-0.379732552618
BTC_hold,-0.0792476904872,0.838970951824,0.151481995845,-0.0944582053942,2.51750786452,0.247301749437,0.00226575707807,0.00503599235848,0.24,6,365,3,6,-0.720470623278,-0.10985515587,-0.302701403138,0,-0.434465220894
BTC_SMA200,0.00341858366432,0.638061491246,0.223075937373,0.00535776521733,10.7658715383,0.170326746051,0.00968928438451,0.021532362811,0.139105098855,28,4.5,2,6,-0.32664235075,-0.0299368575837,-0.147722336603,0,0.0179584186198
S_core_unpruned,0.0833564040782,0.573293618009,0.369060695043,0.145399148813,48.2871499019,0.227941794945,0.0434584349117,0.0965749313131,0.0879084287201,127,3,3,6,-0.303280095384,-0.0467338799857,-0.0984448276849,0,0.421308733096
S_reference_before_NEO_pruning,0.0394951174991,0.625357142259,0.299949906594,0.0631560988597,48.2873044277,0.228067113616,0.0434585739849,0.096575240984,0.0880332986472,127,4,2,6,-0.238557635019,-0.0853282689778,-0.134945622466,0,0.203830040862
S_NEO_only_not_pruned,0.0825225852157,0.489338385639,0.418838282992,0.16864114412,26.2164031917,0.105497141632,0.0235947628726,0.0524330759497,0.0294693028096,69,2,2,6,-0.264242566604,0.0347122707007,-0.0739399407668,0,0.417257094469
S_SSOT_shortlist_current,0.0699943948098,0.580826089478,0.363431273514,0.120508351945,35.0846153363,0.145075601517,0.0315761538027,0.0701695829902,0.0433298647242,87,2,2,6,-0.33864343541,0.0127814513614,-0.108935470645,0,0.356002337993
S_economic_route_current,-0.0361116809283,0.684934690622,0.12927048065,-0.0527228090835,39.2933224453,0.160933501824,0.0353639902007,0.0785872015297,0.0469823100937,101,2,2,6,-0.333100767528,-0.151856143934,-0.173150058379,0,-0.193541020146
S_ETF_extra_day,0.0563193918727,0.585219367705,0.325364398823,0.0962363772983,34.5036359568,0.142391776711,0.0310532723611,0.0690075990425,0.042330905307,85,2,3,6,-0.345574981774,-0.000162344782954,-0.120323670542,0,0.288316280979
S_current_without_ETF,0.0838499117043,0.565201459178,0.402492275162,0.14835402553,32.0034971599,0.131582597737,0.0288031474439,0.0640073379097,0.0387721123829,72,2,2,6,-0.313991491292,0.0258961093239,-0.0973969432469,0,0.423705284631
