start_ts,end_ts,selected_mode,bars,days,sum_selected_ret_next,sum_best_available_next,sum_leader_gap_ret,compound_selected_ret_next,compound_best_available_next,compound_gap_approx,pain_bars_gt_2pct_gap,turnover_sum,cost_sum
2023-03-19,2023-04-08,BTCUSDT,21,21,-0.015460777653497071,1.153510591281564,1.1689713689350612,-0.019119711379629423,1.9634969667655429,1.9826166781451722,15,6.0,0.009000000000000001
2020-12-30,2021-01-02,BTCUSDT,4,4,0.13836003373117012,1.371133015902953,1.2327729821717828,0.1428375019133845,1.9568961667485714,1.8140586648351869,4,0.0,0.0
2025-08-03,2025-08-20,ETHUSDT,18,18,0.11111215217521009,1.000034044583808,0.888921892408598,0.1016028347885396,1.5996469645701508,1.4980441297816112,17,5.0,0.007500000000000001
2023-01-13,2023-01-26,LTCUSDT,14,14,0.03659472206255909,0.9746808043235219,0.9380860822609628,0.03084773280760733,1.444149023685657,1.4133012908780496,10,1.0,0.0015
2024-02-25,2024-03-03,ETHUSDT,8,8,0.15593699927361937,0.983752418213587,0.8278154189399677,0.16551167998355076,1.5080115483358827,1.342499868352332,8,0.0,0.0
2025-02-02,2025-02-17,BTCUSDT,16,16,-0.018931808416450813,0.8328928542569094,0.8518246626733602,-0.020765995374234403,1.235018353229386,1.2557843486036204,15,0.0,0.0
2025-08-22,2025-09-16,SOLUSDT,26,26,0.049078790636827185,0.8571012660826617,0.8080224754458345,0.03734376834286701,1.2925769099150886,1.2552331415722215,17,10.0,0.015
2020-09-21,2020-10-04,BTCUSDT,14,14,0.0373561998691625,0.8781161038937012,0.8407599040245387,0.035997127832569475,1.265499403774844,1.2295022759422745,10,0.0,0.0
2021-11-12,2021-11-21,BNBUSDT,10,10,-0.1308167450436497,0.7317355817098399,0.8625523267534896,-0.13279463860772212,1.001436242999476,1.1342308816071982,10,2.0,0.003
2019-05-09,2019-05-16,BTCUSDT,8,8,0.18549538227172369,0.7958743826577954,0.6103790003860717,0.18457831790993318,1.0820865618697875,0.8975082439598543,5,0.0,0.0
2024-12-30,2025-01-11,BNBUSDT,13,13,-0.047133672326114096,0.6358869717426856,0.6830206440687997,-0.04842635620611413,0.8368830281269384,0.8853093843330525,11,6.0,0.009000000000000001
2020-09-05,2020-09-12,BTCUSDT,8,8,0.016786839540588905,0.6745734429918158,0.6577866034512269,0.016341601838946174,0.8922169214590949,0.8758753196201488,8,0.0,0.0
2020-12-15,2020-12-21,BTCUSDT,7,7,0.21258225125472918,0.7894975253003953,0.5769152740456661,0.22569046397099224,1.0926049695446411,0.8669145055736489,7,1.0,0.0015
2023-07-13,2023-07-20,TRXUSDT,8,8,-0.015337918553489538,0.5760547271878873,0.5913926457413768,-0.015665157263492824,0.7276238269821527,0.7432889842456455,8,1.0,0.0015
2025-07-16,2025-07-22,ETHUSDT,7,7,0.07574469776718029,0.5923030809785763,0.516558383211396,0.07621279309475404,0.7526978483333684,0.6764850552386144,7,0.0,0.0
2020-10-15,2020-10-27,BNBUSDT,13,13,-0.05705374992953827,0.489072555108065,0.5461263050376033,-0.060480412592776034,0.6015798962896288,0.6620603088824049,11,10.0,0.015
