start_ts,end_ts,selected_mode,bars,days,avg_exposure,sum_selected_ret_next,sum_best_available_next,sum_leader_gap_ret,compound_selected_ret_next,compound_best_available_next,compound_gap_approx,positive_gap_bars,pain_bars_gt_2pct_gap,turnover_sum,cost_sum
2025-09-09 16:00:00,2025-09-11 00:00:00,SOLUSDT,9,3,1.0,0.031753545574079306,0.19657996174736442,0.16482641617328508,0.031848017010261964,0.2128767241418883,0.18102870713162633,9,3,0.0,0.0
2019-05-11 04:00:00,2019-05-11 12:00:00,BTCUSDT,3,1,1.0,0.0146239565521895,0.18287341224125292,0.1682494556890634,0.014456743711471098,0.19336100790199895,0.17890426419052785,3,3,0.0,0.0
2019-07-05 00:00:00,2019-07-05 20:00:00,BNBUSDT,6,1,1.0,-0.007750833179575502,0.15907708556882091,0.1668279187483964,-0.008108992618271027,0.16915814736606083,0.17726713998433186,6,4,1.0,0.0015
2025-10-09 04:00:00,2025-10-09 20:00:00,BNBUSDT,5,1,1.0,-0.03829011204746049,0.13267699731101978,0.1709671093584803,-0.03838460951217648,0.13882205168130723,0.17720666119348372,5,4,0.0,0.0
2021-03-19 00:00:00,2021-03-19 12:00:00,TRXUSDT,4,1,1.0,0.0662787940685497,0.2248809349143499,0.1586021408458002,0.06782187441773813,0.2435107750797325,0.17568890066199438,4,3,1.0,0.0015
2024-05-21 00:00:00,2024-05-21 20:00:00,BTCUSDT,6,1,1.0,-0.018506249419632997,0.1462858683477836,0.1647921177674166,-0.018633634476179384,0.1544708738670313,0.17310450834321067,6,4,1.0,0.0015
2021-10-28 20:00:00,2021-10-30 08:00:00,ETHUSDT,10,3,1.0,0.00018985557155410011,0.1609807099779151,0.16079085440636098,-0.0008329405835713066,0.171561782760431,0.1723947233440023,10,3,0.0,0.0
2023-01-31 00:00:00,2023-01-31 16:00:00,LTCUSDT,5,1,1.0,-0.012520438724295799,0.15138782061106193,0.16390825933535771,-0.01259313674047613,0.15938530200217027,0.1719784387426464,5,3,0.0,0.0
2021-11-29 00:00:00,2021-11-29 20:00:00,ETHUSDT,6,1,1.0,0.0297256467642865,0.1852754231004375,0.155549776336151,0.029834562024728672,0.19885692356864193,0.16902236154391326,6,3,1.0,0.0015
2025-01-11 00:00:00,2025-01-11 20:00:00,BNBUSDT,6,1,1.0,0.0063092462846051,0.1645974795272948,0.1582882332426897,0.006303857498120902,0.1752872931785121,0.1689834356803912,6,4,0.0,0.0
2025-09-14 00:00:00,2025-09-15 20:00:00,DOGEUSDT,12,2,1.0,-0.0633697022451605,0.10175560020330585,0.16512530244846635,-0.06264527422788646,0.10604251382451024,0.1686877880523967,12,4,2.0,0.003
2019-05-12 04:00:00,2019-05-13 00:00:00,BTCUSDT,6,2,1.0,-0.060519727965884326,0.09965502186293951,0.16017474982882382,-0.061024240455479384,0.10129482840709958,0.16231906886257896,6,4,0.0,0.0
2024-02-04 04:00:00,2024-02-05 12:00:00,TRXUSDT,9,2,1.0,0.013941615738544499,0.1644734512692063,0.1505318355306618,0.013914973535939845,0.17574260513407314,0.1618276315981333,9,1,0.0,0.0
2020-07-29 04:00:00,2020-07-30 08:00:00,ETHUSDT,8,2,1.0,-0.005757479691031199,0.1469897534415944,0.1527472331326256,-0.005916975491264687,0.15574138841856144,0.16165836390982613,8,2,0.0,0.0
2019-04-02 16:00:00,2019-04-02 20:00:00,BNBUSDT,2,1,1.0,-0.0252751828749505,0.1277038923744741,0.1529790752494246,-0.02514668479766291,0.131760485651214,0.15690717044887692,2,2,0.0,0.0
2020-09-03 20:00:00,2020-09-04 04:00:00,BTCUSDT,3,2,1.0,0.020084128224730997,0.1648822992330059,0.1447981710082749,0.020194328432592057,0.1736707579615484,0.15347642952895635,3,3,2.0,0.003
2020-08-04 04:00:00,2020-08-04 16:00:00,BNBUSDT,4,1,1.0,0.0016093119554044001,0.1474301707066428,0.1458208587512384,0.0009793351302784803,0.1540914805134539,0.1531121453831754,4,3,0.0,0.0
2019-04-29 12:00:00,2019-05-01 00:00:00,BTCUSDT,10,3,1.0,0.023076482931366403,0.16382184772775168,0.14074536479638527,0.02321118662986743,0.17479258845788426,0.15158140182801683,10,3,0.0,0.0
2019-05-09 16:00:00,2019-05-10 04:00:00,BTCUSDT,4,2,1.0,0.027988764865373404,0.1679718995348932,0.1399831346695198,0.02802493785909288,0.1780510410689573,0.15002610320986443,4,2,0.0,0.0
2021-04-19 12:00:00,2021-04-19 16:00:00,BTCUSDT,2,1,1.0,0.0193291367685285,0.16232018075206261,0.1429910439835341,0.019197870778939752,0.16667043532864168,0.14747256454970192,2,2,0.0,0.0
2025-07-27 08:00:00,2025-07-28 12:00:00,ETHUSDT,8,2,1.0,-0.0044438768785073045,0.1315544152633546,0.1359982921418619,-0.004691685494566444,0.1387908953665582,0.14348258086112464,8,3,0.0,0.0
2023-12-08 12:00:00,2023-12-08 20:00:00,ADAUSDT,3,1,1.0,0.0542774761339509,0.18275937893188732,0.1284819027979364,0.05323609845031907,0.19352111783988346,0.1402850193895644,3,2,0.0,0.0
2025-08-12 04:00:00,2025-08-12 12:00:00,ETHUSDT,3,1,1.0,0.04654901974485699,0.1788286169571806,0.13227959721232363,0.0466682269086125,0.18546470281947314,0.13879647591086064,3,2,0.0,0.0
2019-04-21 04:00:00,2019-04-22 04:00:00,BTCUSDT,7,2,1.0,-0.0009718579126965013,0.1274087195731332,0.1283805774858297,-0.0011380398825224791,0.133316105955827,0.13445414583834947,7,3,0.0,0.0
2024-11-23 16:00:00,2024-11-24 00:00:00,BTCUSDT,3,2,1.0,0.0094816937444606,0.1394748604173921,0.1299931666729315,0.00950781506399756,0.1435197262010064,0.13401191113700883,3,1,0.0,0.0
2024-01-20 08:00:00,2024-01-21 08:00:00,BNBUSDT,7,2,1.0,0.0123723447384541,0.1381398147014887,0.12576746996303462,0.012380952380952381,0.1446792381252089,0.1322982857442565,7,2,0.0,0.0
2025-08-08 00:00:00,2025-08-08 20:00:00,TRXUSDT,6,1,1.0,0.0029769898670789,0.12531524532281899,0.1223382554557401,0.0029638411381149865,0.13118564917685105,0.12822180803873606,6,2,1.0,0.0015
2019-04-06 08:00:00,2019-04-06 12:00:00,BNBUSDT,2,1,1.0,-0.0020254338796795,0.12127048477592481,0.1232959186556043,-0.0020262366310161983,0.12293921039441957,0.12496544702543577,2,1,0.0,0.0
2020-09-04 12:00:00,2020-09-05 00:00:00,BTCUSDT,4,2,1.0,-0.0015463127541444003,0.1174385056761209,0.11898481843026532,-0.0017170807325314064,0.12123829500125982,0.12295537573379123,4,2,0.0,0.0
2019-04-09 20:00:00,2019-04-10 20:00:00,ETHUSDT,7,2,1.0,-0.060678862279893296,0.060744393361616106,0.12142325564150938,-0.060154854484038456,0.06112619064703373,0.12128104513107218,7,2,2.0,0.003
2024-05-28 08:00:00,2024-05-29 20:00:00,SOLUSDT,10,2,1.0,0.001695849445747499,0.1162810884056368,0.1145852389598893,0.0010600082445086922,0.12208749495590099,0.1210274867113923,10,1,0.0,0.0
2025-07-30 00:00:00,2025-07-31 20:00:00,ETHUSDT,12,2,1.0,-0.029272619766076195,0.0872775588193814,0.11655017858545758,-0.029467160187243824,0.09012140812533098,0.1195885683125748,12,0,0.0,0.0
2023-01-29 00:00:00,2023-01-29 16:00:00,LTCUSDT,5,1,1.0,0.0032534762574740993,0.1154646493435602,0.11221117308608608,0.0027489955593149595,0.11953849949941553,0.11678950394010057,5,2,0.0,0.0
2023-11-20 20:00:00,2023-11-21 08:00:00,BTCUSDT,4,2,1.0,-0.012700241426207001,0.10071813332595869,0.11341837475216568,-0.012650345351704284,0.1040843535859759,0.11673469893768018,4,3,0.0,0.0
2025-10-03 20:00:00,2025-10-05 12:00:00,BNBUSDT,11,3,1.0,-0.0333606433087234,0.080679950785539,0.1140405940942624,-0.033277282663527585,0.08299299785693481,0.1162702805204624,11,0,0.0,0.0
2025-10-10 16:00:00,2025-10-10 20:00:00,BNBUSDT,2,1,1.0,-0.0841927268473752,0.0300847683157291,0.11427749516310429,-0.08672849997571974,0.02820551213386535,0.1149340121095851,2,2,0.0,0.0
2025-09-16 04:00:00,2025-09-17 12:00:00,AVAXUSDT,9,2,1.0,-0.0182506953681583,0.09210177956100091,0.1103524749291592,-0.01860920666013699,0.09560985184925963,0.11421905850939662,9,2,0.0,0.0
2025-02-04 04:00:00,2025-02-04 20:00:00,BTCUSDT,5,1,1.0,-0.0040538553604843,0.1041356464312107,0.10818950179169498,-0.004144522154940655,0.10777189022481792,0.11191641237975858,5,2,0.0,0.0
2019-05-01 08:00:00,2019-05-02 20:00:00,BTCUSDT,10,2,1.0,0.0400017886651174,0.14379531297822612,0.10379352431310869,0.040528594926652506,0.15228749818271492,0.11175890325606241,10,2,0.0,0.0
2025-07-12 12:00:00,2025-07-13 12:00:00,BTCUSDT,7,2,1.0,0.0157982650491299,0.1146690464330577,0.09887078138392782,0.01589299608087158,0.12022159808775346,0.10432860200688188,7,1,0.0,0.0
2023-07-14 00:00:00,2023-07-14 08:00:00,TRXUSDT,3,1,1.0,0.0115606834394604,0.1103585446763596,0.09879786123689921,0.011596348383913213,0.11446740289019708,0.10287105450628387,3,3,1.0,0.0015
2020-02-10 00:00:00,2020-02-10 16:00:00,LINKUSDT,5,1,1.0,-0.004416345160829104,0.0940561342907177,0.0984724794515468,-0.005316805216931231,0.09653994342326766,0.10185674864019889,5,3,1.0,0.0015
2020-06-07 04:00:00,2020-06-08 12:00:00,ETHUSDT,9,2,1.0,-7.96610277325996e-05,0.0961894576164499,0.0962691186441825,-0.00045400140327689353,0.0998464203946674,0.1003004217979443,9,2,0.0,0.0
2020-10-13 16:00:00,2020-10-14 16:00:00,BNBUSDT,7,2,1.0,-0.0016462275948213832,0.09317788571002839,0.09482411330484979,-0.001961253907943883,0.09656135849151837,0.09852261239946225,7,1,0.0,0.0
2019-04-04 16:00:00,2019-04-04 20:00:00,BNBUSDT,2,1,1.0,0.005025684495896099,0.1003348543292187,0.0953091698333226,0.0050288457979259515,0.10285158257689608,0.09782273677897013,2,2,0.0,0.0
2023-03-19 16:00:00,2023-03-20 08:00:00,BTCUSDT,5,2,1.0,-0.018991383595952604,0.07550422868855491,0.09449561228450751,-0.019868791865194524,0.07604621578399673,0.09591500764919125,5,2,0.0,0.0
2025-10-08 04:00:00,2025-10-08 20:00:00,BNBUSDT,5,1,1.0,-0.0254144488299581,0.06780643744039631,0.09322088627035441,-0.025592965934459366,0.06923290819713834,0.09482587413159771,5,2,0.0,0.0
2020-09-19 00:00:00,2020-09-20 04:00:00,BTCUSDT,8,2,1.0,-0.001911743257904202,0.0895682423815305,0.09147998563943471,-0.0022622084548106214,0.09217787736536809,0.09444008582017871,8,1,0.0,0.0
2025-09-24 20:00:00,2025-09-26 00:00:00,BNBUSDT,8,3,1.0,-0.0731953407590285,0.0225542774505991,0.0957496182096276,-0.07155691268446418,0.02240308597459295,0.09395999865905713,8,2,2.0,0.003
2020-09-23 16:00:00,2020-09-23 20:00:00,BTCUSDT,2,1,1.0,0.0008795694702208,0.0931671400643098,0.092287570594089,0.0008500922957350721,0.09479158394176612,0.09394149164603105,2,2,0.0,0.0
2019-05-03 04:00:00,2019-05-03 20:00:00,BTCUSDT,5,1,1.0,0.0260013896095697,0.11489283411871959,0.0888914445091499,0.02617869076695878,0.11965360729121644,0.09347491652425766,5,2,0.0,0.0
2024-01-05 08:00:00,2024-01-06 12:00:00,BNBUSDT,8,2,1.0,-0.0411033330034977,0.0514498195297,0.09255315253319771,-0.04106583072100278,0.05216779619613687,0.09323362691713966,8,1,0.0,0.0
2020-07-21 12:00:00,2020-07-22 12:00:00,ETHUSDT,7,2,1.0,0.006531057069194899,0.0954467940026808,0.0889157369334859,0.006444991789819499,0.09893952743675061,0.09249453564693111,7,2,0.0,0.0
2021-12-03 12:00:00,2021-12-03 20:00:00,TRXUSDT,3,1,1.0,-0.0997836039225829,-0.0020661345818342967,0.0977174693407486,-0.09656350482315101,-0.00431756646468362,0.0922459383584674,3,1,0.0,0.0
2025-07-15 12:00:00,2025-07-16 04:00:00,ETHUSDT,5,2,1.0,0.0363667176739016,0.12275716131535949,0.0863904436414579,0.03637254805209378,0.12789807419780375,0.09152552614570997,5,1,0.0,0.0
2024-01-04 04:00:00,2024-01-04 12:00:00,BNBUSDT,3,1,1.0,-0.0008798517108139,0.0877971747423352,0.0886770264531491,-0.0009419152276295417,0.08960606966760176,0.0905479848952313,3,1,0.0,0.0
2020-09-05 16:00:00,2020-09-05 16:00:00,BTCUSDT,1,1,1.0,0.0210944232302801,0.1107226604135578,0.0896282371832777,0.0210944232302801,0.11072266041355783,0.08962823718327773,1,1,0.0,0.0
2023-01-18 00:00:00,2023-01-18 20:00:00,LTCUSDT,6,1,1.0,-0.056472410197504895,0.0331594408618985,0.0896318510594034,-0.05535978174377609,0.03302623653843595,0.08838601828221204,6,2,1.0,0.0015
2019-06-23 16:00:00,2019-06-24 00:00:00,BTCUSDT,3,2,1.0,-0.0218595237715504,0.0649311261418513,0.0867906499134017,-0.021897539590100323,0.06580148966640875,0.08769902925650908,3,3,0.0,0.0
2023-03-18 12:00:00,2023-03-19 08:00:00,BTCUSDT,6,2,1.0,0.0120426443101075,0.0945431310768987,0.08250048676679118,0.01176769607837791,0.0976990511472462,0.08593135506886829,6,1,0.0,0.0
2019-06-08 12:00:00,2019-06-09 20:00:00,BTCUSDT,9,2,1.0,-0.0335985818088128,0.05091062111507019,0.084509202923883,-0.033458216058478873,0.05134004287474436,0.08479825893322324,9,1,0.0,0.0
2020-07-07 00:00:00,2020-07-07 08:00:00,LINKUSDT,3,1,1.0,0.008034500708259899,0.0860217350304401,0.0779872343221802,0.008003893786166394,0.08832465451603722,0.08032076072987082,3,2,1.0,0.0015
2025-07-13 20:00:00,2025-07-14 20:00:00,ETHUSDT,7,2,1.0,-0.014283694092262902,0.06337502763903399,0.07765872173129688,-0.014593052658546712,0.06433426344517468,0.07892731610372139,7,1,2.0,0.003
2019-04-04 00:00:00,2019-04-04 08:00:00,BNBUSDT,3,1,1.0,-0.0108123106846959,0.065589710028167,0.0764020207128629,-0.010894088155420811,0.06629683024587929,0.0771909184013001,3,2,0.0,0.0
2025-09-23 20:00:00,2025-09-24 12:00:00,BNBUSDT,5,2,1.0,-7.337073691869936e-05,0.0737725146472567,0.0738458853841754,-0.0003248095434948972,0.07575972616824256,0.07608453571173746,5,1,0.0,0.0
2025-01-13 12:00:00,2025-01-14 08:00:00,XRPUSDT,6,2,1.0,0.0453969203410778,0.1159114181662319,0.07051449782515411,0.045815763866364545,0.12098202353493481,0.07516625966857027,6,1,0.0,0.0
2020-07-22 20:00:00,2020-07-23 08:00:00,ETHUSDT,4,2,1.0,0.0171802538206851,0.0892802758156329,0.0721000219949478,0.01717600667323893,0.09212296738207515,0.07494696070883622,4,2,0.0,0.0
2025-10-06 08:00:00,2025-10-06 20:00:00,BNBUSDT,4,1,1.0,0.0009479141178189001,0.07384648198267439,0.0728985678648555,0.0009409338973480619,0.07547129088302773,0.07453035698567967,4,2,0.0,0.0
2021-10-15 00:00:00,2021-10-15 00:00:00,BTCUSDT,1,1,1.0,-0.0033687403576305,0.0710639708319522,0.07443271118958271,-0.003368740357630462,0.07106397083195226,0.07443271118958272,1,1,0.0,0.0
2024-05-26 04:00:00,2024-05-26 20:00:00,BTCUSDT,5,1,1.0,-0.006709511613272001,0.0660495675222864,0.0727590791355584,-0.00673087669986272,0.06768102305658386,0.07441189975644658,5,1,0.0,0.0
2025-09-08 16:00:00,2025-09-09 08:00:00,SOLUSDT,5,2,1.0,-0.013849116940325099,0.0575209998286646,0.0713701167689897,-0.014249363867684384,0.058563475101346185,0.07281283896903057,5,1,0.0,0.0
2024-12-21 12:00:00,2024-12-22 08:00:00,BTCUSDT,6,2,1.0,-0.0220510518323266,0.0497083980674303,0.0717594498997569,-0.02204752134182597,0.050243867580530566,0.07229138892235654,6,1,0.0,0.0
2023-02-20 20:00:00,2023-02-21 12:00:00,LTCUSDT,5,2,1.0,-0.021596103293820397,0.048840635506199104,0.0704367388000195,-0.021793534932220693,0.04929698177819053,0.07109051671041122,5,1,0.0,0.0
2020-10-12 08:00:00,2020-10-12 16:00:00,BNBUSDT,3,1,1.0,0.0238694150847611,0.0923922378119192,0.06852282272715811,0.023799343973171183,0.09441895163572478,0.0706196076625536,3,2,0.0,0.0
2024-02-26 08:00:00,2024-02-26 12:00:00,BNBUSDT,2,1,1.0,0.0214991821722273,0.0899885160679651,0.06848933389573779,0.021555042340261732,0.09201299848126032,0.07045795614099859,2,2,0.0,0.0
2025-09-21 16:00:00,2025-09-22 00:00:00,AVAXUSDT,3,2,1.0,-0.0828706328005962,-0.011111856143801623,0.07175877665679459,-0.08095094793860946,-0.011080954271133092,0.06986999366747637,3,2,0.0,0.0
2025-09-26 08:00:00,2025-09-26 20:00:00,TRXUSDT,4,1,1.0,0.0127864323561806,0.0789328222632642,0.0661463899070836,0.01284348864994067,0.08114560523218217,0.0683021165822415,4,1,0.0,0.0
2021-03-24 08:00:00,2021-03-24 20:00:00,BTCUSDT,4,1,1.0,-0.07993768947321499,-0.0096919375336262,0.07024575193958879,-0.0781409535694696,-0.010274590796403693,0.0678663627730659,4,1,0.0,0.0
2023-12-27 08:00:00,2023-12-27 12:00:00,BNBUSDT,2,1,1.0,0.0057868631003625,0.0709142705738522,0.0651274074734897,0.005795235028975831,0.07209886047375269,0.06630362544477686,2,2,0.0,0.0
2025-07-29 04:00:00,2025-07-29 16:00:00,ETHUSDT,4,1,1.0,-0.0215291974217367,0.044491998231492094,0.0660211956532288,-0.021553324942744312,0.044710841911919985,0.0662641668546643,4,1,0.0,0.0
2019-03-31 00:00:00,2019-03-31 08:00:00,BNBUSDT,3,1,1.0,-0.00042747803159209896,0.0647601842273904,0.06518766225898251,-0.0005416455541383813,0.06523502530985925,0.06577667086399763,3,1,0.0,0.0
2020-09-05 08:00:00,2020-09-05 08:00:00,BTCUSDT,1,1,1.0,0.0047165659722696,0.0692382182052937,0.0645216522330241,0.00471656597226966,0.06923821820529374,0.06452165223302408,1,1,0.0,0.0
2020-07-30 20:00:00,2020-07-31 00:00:00,ETHUSDT,2,2,1.0,0.006203163331946201,0.0680672224269564,0.06186405909501019,0.00579329291964048,0.06921634082229211,0.06342304790265163,2,1,0.0,0.0
2020-02-11 20:00:00,2020-02-11 20:00:00,LINKUSDT,1,1,1.0,-0.030402444216273,0.0318137648400862,0.062216209056359204,-0.030402444216273028,0.031813764840086245,0.06221620905635927,1,1,0.0,0.0
2023-10-31 12:00:00,2023-10-31 16:00:00,TRXUSDT,2,1,1.0,0.0135240382865668,0.0738093316840564,0.0602852933974896,0.013562858633281216,0.07470775663003493,0.06114489799675371,2,1,0.0,0.0
2024-11-21 00:00:00,2024-11-21 00:00:00,BTCUSDT,1,1,1.0,0.0116274724389162,0.0726190476190475,0.0609915751801313,0.011627472438916264,0.07261904761904758,0.06099157518013132,1,1,0.0,0.0
2021-11-11 20:00:00,2021-11-12 04:00:00,BNBUSDT,3,2,1.0,-0.024054371310575903,0.0374470384541776,0.061501409764753504,-0.024029280712921652,0.036796444390137406,0.06082572510305906,3,1,0.0,0.0
2023-01-28 00:00:00,2023-01-28 12:00:00,LTCUSDT,4,1,1.0,-0.013339491080781203,0.046258644358129895,0.0595981354389111,-0.013307984790874472,0.04686689761197571,0.06017488240285018,4,1,0.0,0.0
2021-11-30 08:00:00,2021-11-30 20:00:00,ETHUSDT,4,1,1.0,0.0366094756134083,0.0927585682155138,0.056149092602105495,0.03679361808267978,0.09553911233718049,0.05874549425450071,4,1,0.0,0.0
2024-01-28 12:00:00,2024-01-28 20:00:00,TRXUSDT,3,1,1.0,0.007484781366072101,0.06498211702456459,0.05749733565849249,0.007489968791796642,0.0660486911241478,0.058558722332351154,3,1,0.0,0.0
2019-06-07 16:00:00,2019-06-08 04:00:00,BTCUSDT,4,2,1.0,0.0054484223728807,0.0620802876710818,0.0566318652982011,0.005384329509879882,0.06340382622045637,0.05801949671057649,4,1,0.0,0.0
2023-12-27 20:00:00,2023-12-28 00:00:00,BNBUSDT,2,2,1.0,-0.0008860781058637,0.056046301595784095,0.0569323797016478,-0.0009256402344953729,0.056606371982835135,0.05753201221733051,2,1,0.0,0.0
2019-05-09 04:00:00,2019-05-09 08:00:00,BTCUSDT,2,1,1.0,-0.0071318186072983,0.049393282276858505,0.056525100884156805,-0.007120196120844913,0.049791840133222465,0.05691203625406738,2,1,0.0,0.0
2025-09-28 08:00:00,2025-09-28 16:00:00,BNBUSDT,3,1,1.0,0.020250385470661603,0.0732877926719343,0.053037407201272695,0.020334559503503824,0.07498023191857905,0.05464567241507523,3,1,0.0,0.0
2020-09-14 16:00:00,2020-09-15 04:00:00,BTCUSDT,4,2,1.0,0.014594017983645399,0.0667831132514443,0.0521890952677989,0.014641350210970572,0.06842789675819594,0.05378654654722537,4,0,0.0,0.0
2020-07-26 04:00:00,2020-07-26 16:00:00,ETHUSDT,4,1,1.0,-0.0017038892626084004,0.05094151910757659,0.052645408370185,-0.001893513912513245,0.05177725195545868,0.053670765867971926,4,1,0.0,0.0
2025-10-10 04:00:00,2025-10-10 08:00:00,BNBUSDT,2,1,1.0,-0.037948602252246694,0.0151758187384115,0.0531244209906582,-0.03818793273986132,0.014727348377864269,0.05291528111772559,2,2,0.0,0.0
2023-01-30 08:00:00,2023-01-30 16:00:00,LTCUSDT,3,1,1.0,-0.009716119935955399,0.0419699491839099,0.0516860691198653,-0.010075839653304497,0.04247014268518656,0.05254598233849106,3,2,0.0,0.0
2023-02-16 08:00:00,2023-02-16 20:00:00,LTCUSDT,4,1,1.0,-0.0131265812868837,0.0369738628725109,0.0501004441593946,-0.014218009478673022,0.03612621778403802,0.05034422726271104,4,1,0.0,0.0
2019-04-11 04:00:00,2019-04-11 12:00:00,BNBUSDT,3,1,1.0,-0.0214327091861004,0.0263425935220563,0.047775302708156706,-0.02237769345439733,0.025786054632377153,0.04816374808677448,3,1,0.0,0.0
2020-06-08 20:00:00,2020-06-10 08:00:00,ETHUSDT,10,3,1.0,-0.011850171665629333,0.0349893698836419,0.04683954154927123,-0.011891233766233689,0.03547219489105924,0.04736342865729293,10,0,0.0,0.0
2025-01-15 00:00:00,2025-01-15 04:00:00,XRPUSDT,2,1,1.0,-0.024487887727482803,0.021343109784692598,0.0458309975121754,-0.024827829772205656,0.021194137194505025,0.04602196696671068,2,1,0.0,0.0
2024-01-03 08:00:00,2024-01-03 20:00:00,BNBUSDT,4,1,1.0,-0.0178709310623909,0.027446959295618,0.0453178903580089,-0.017956656346749034,0.027194930403442008,0.04515158675019104,4,1,0.0,0.0
2025-01-12 04:00:00,2025-01-12 16:00:00,XRPUSDT,4,1,1.0,-0.014417400762923298,0.0299783861760646,0.0443957869389879,-0.014751583336611307,0.030169799763222205,0.04492138309983351,4,0,0.0,0.0
2025-09-29 00:00:00,2025-09-29 12:00:00,BNBUSDT,4,1,1.0,0.009891690795342,0.0537556917839988,0.043864000988656796,0.009868746659276173,0.05470350916380218,0.044834762504526005,4,0,0.0,0.0
2024-02-06 08:00:00,2024-02-06 16:00:00,TRXUSDT,3,1,1.0,-0.0074469982000754,0.0359199671982973,0.043366965398372696,-0.007545312884441602,0.03626246682012457,0.043807779704566174,3,1,0.0,0.0
2025-01-27 04:00:00,2025-01-27 08:00:00,BNBUSDT,2,1,1.0,0.0266126244848914,0.0695791833962695,0.0429665589113781,0.026740198350171385,0.07014150679728193,0.04340130844711054,2,1,0.0,0.0
2020-10-13 00:00:00,2020-10-13 08:00:00,BNBUSDT,3,1,1.0,-0.0165928974553453,0.026662404831400595,0.0432553022867459,-0.016539874793690346,0.02673743229216563,0.043277307085855976,3,1,0.0,0.0
2019-06-07 00:00:00,2019-06-07 08:00:00,BTCUSDT,3,1,1.0,0.018312287718321,0.060392678703726006,0.042080390985405,0.018256771161082597,0.06143651501302205,0.043179743851939456,3,1,1.0,0.0015
2019-08-06 12:00:00,2019-08-06 20:00:00,BNBUSDT,3,1,1.0,0.011521858747078699,0.052184537582745,0.04066267883566631,0.011531301834722951,0.053085151110021433,0.04155384927529848,3,0,0.0,0.0
2019-08-06 00:00:00,2019-08-06 00:00:00,BNBUSDT,1,1,1.0,-0.0007759699624529,0.0406001117011192,0.041376081663572095,-0.0007759699624528826,0.04060011170111921,0.041376081663572095,1,1,1.0,0.0015
2023-02-07 00:00:00,2023-02-07 08:00:00,LTCUSDT,3,1,1.0,-0.011106365736781601,0.028945923280621802,0.0400522890174034,-0.01114569735917248,0.02921081234060474,0.04035650969977722,3,0,0.0,0.0
2021-10-10 00:00:00,2021-10-10 04:00:00,BTCUSDT,2,1,1.0,0.0018469084262645007,0.040946707406878204,0.039099798980613706,0.0017409896428919325,0.040866586127922266,0.039125596485030334,2,1,1.0,0.0015
2024-02-14 08:00:00,2024-02-14 12:00:00,AVAXUSDT,2,1,1.0,0.0084204491399781,0.0468593282882869,0.0384388791483088,0.008437801350048124,0.047242344259836866,0.03880454290978874,2,1,0.0,0.0
2019-06-15 12:00:00,2019-06-15 20:00:00,BTCUSDT,3,1,1.0,0.0251470818833383,0.0619236128952661,0.03677653101192779,0.02526880675968024,0.06309022890147964,0.0378214221417994,3,0,0.0,0.0
2020-12-04 00:00:00,2020-12-04 12:00:00,BTCUSDT,4,1,1.0,-0.006159129600725997,0.030778839719465496,0.03693796932019149,-0.006465191085561428,0.03043485516881317,0.0369000462543746,4,1,0.0,0.0
2024-02-03 12:00:00,2024-02-03 20:00:00,TRXUSDT,3,1,1.0,-0.0018756999485928,0.0345114654630788,0.0363871654116716,-0.0018753729434829447,0.03489565327850941,0.03677102622199235,3,0,0.0,0.0
2020-02-11 08:00:00,2020-02-11 12:00:00,LINKUSDT,2,1,1.0,0.0512876806599544,0.0866823433513994,0.03539466269144499,0.0519387530293014,0.08855330373369297,0.03661455070439157,2,0,0.0,0.0
2025-09-18 00:00:00,2025-09-18 08:00:00,AVAXUSDT,3,1,1.0,0.0070293608106662,0.0427028710301406,0.0356735102194744,0.00698875721665182,0.043189850558663645,0.036201093342011825,3,0,0.0,0.0
2025-09-11 12:00:00,2025-09-11 16:00:00,SOLUSDT,2,1,1.0,0.0084250952594318,0.0434006272227897,0.0349755319633579,0.00842077418217091,0.04387133866850279,0.03545056448633188,2,1,0.0,0.0
2024-01-05 00:00:00,2024-01-05 00:00:00,BNBUSDT,1,1,1.0,-0.0121344119477285,0.0224361242833888,0.0345705362311173,-0.012134411947728463,0.022436124283388814,0.03457053623111728,1,1,0.0,0.0
2024-12-29 20:00:00,2024-12-30 04:00:00,BNBUSDT,3,2,1.0,0.0058723479917388,0.03892411633954881,0.033051768347810005,0.00587834872102122,0.03937142314222797,0.03349307442120675,3,1,2.0,0.003
2025-01-13 00:00:00,2025-01-13 04:00:00,XRPUSDT,2,1,1.0,-0.0671616536248866,-0.0339022626232474,0.0332593910016392,-0.0663073852295406,-0.03376657987616427,0.032540805353376334,2,1,0.0,0.0
2019-04-22 12:00:00,2019-04-22 16:00:00,BTCUSDT,2,1,1.0,0.0146628709746391,0.045679801858124404,0.031016930883485304,0.014669421878936273,0.04613733905579398,0.03146791717685771,2,0,0.0,0.0
2019-04-06 00:00:00,2019-04-06 00:00:00,BNBUSDT,1,1,1.0,0.0010815103527186,0.0320014144271569,0.0309199040744383,0.0010815103527186398,0.03200141442715698,0.030919904074438342,1,1,1.0,0.0015
2020-12-23 12:00:00,2020-12-23 12:00:00,BTCUSDT,1,1,1.0,0.0045736270803073,0.0353339787028073,0.0307603516225,0.004573627080307396,0.0353339787028073,0.030760351622499904,1,1,0.0,0.0
