ts,selected,market_score,best_symbol_raw,best_score_raw,prev_selected,prev_score_raw
2020-08-01,ETHUSDT,52.81869953361352,ETHUSDT,138.95102284092067,ETHUSDT,138.95102284092067
2020-08-02,BTCUSDT,45.93985093203411,BTCUSDT,63.45160898123415,ETHUSDT,
2020-08-03,BNBUSDT,49.874795952691834,BNBUSDT,75.73839269932776,BTCUSDT,55.34812459286151
2020-08-04,BNBUSDT,51.870117951326385,BNBUSDT,81.40139840192272,BNBUSDT,81.40139840192272
2020-08-05,BNBUSDT,54.389690335845685,BNBUSDT,88.20499668116788,BNBUSDT,88.20499668116788
2020-08-06,BNBUSDT,54.80130451228111,BNBUSDT,88.95832262741882,BNBUSDT,88.95832262741882
2020-08-07,BNBUSDT,51.31891764647027,BNBUSDT,88.19850464877439,BNBUSDT,88.19850464877439
2020-08-08,BNBUSDT,54.34606904764334,BTCUSDT,58.76555573399927,BNBUSDT,54.40596598803644
2020-08-09,BNBUSDT,53.911783767150126,BNBUSDT,75.8141000745915,BNBUSDT,75.8141000745915
2020-08-10,BNBUSDT,53.96098813329553,BNBUSDT,75.420749456015,BNBUSDT,75.420749456015
2020-08-11,BTCUSDT,45.19056853391558,BTCUSDT,49.2335605932544,BNBUSDT,31.24722281818834
2020-08-12,BTCUSDT,45.78061984126948,BTCUSDT,51.06918234822966,BTCUSDT,51.06918234822966
2020-08-13,BTCUSDT,50.262942472407964,BTCUSDT,44.098914460134836,BTCUSDT,44.098914460134836
2020-08-14,BTCUSDT,51.65166789299789,BTCUSDT,54.625303981601924,BTCUSDT,54.625303981601924
2020-08-15,BTCUSDT,53.02625767706408,BTCUSDT,45.49417940128593,BTCUSDT,45.49417940128593
2020-08-16,BNBUSDT,53.92811723845668,BNBUSDT,58.10571414458969,BTCUSDT,20.628599303530336
2020-08-17,BNBUSDT,55.01588694956846,BNBUSDT,58.39924045306648,BNBUSDT,58.39924045306648
2020-08-18,BNBUSDT,50.836002766240554,BNBUSDT,56.329002130424435,BNBUSDT,56.329002130424435
2020-08-19,BNBUSDT,46.08765849942484,BNBUSDT,62.836533276430345,BNBUSDT,62.836533276430345
2020-08-20,BNBUSDT,46.19586740856327,BNBUSDT,65.47133399888996,BNBUSDT,65.47133399888996
2020-08-21,BTCUSDT,38.018422718444654,BTCUSDT,40.08675285450451,BNBUSDT,
2020-08-22,ETHUSDT,38.240859862174474,ETHUSDT,93.50054515343767,BTCUSDT,31.90719230239717
2020-08-23,ETHUSDT,35.596887660912344,BTCUSDT,61.98591248925216,ETHUSDT,59.61421266112111
2020-08-24,ETHUSDT,38.494823256090484,ETHUSDT,63.274681727589716,ETHUSDT,63.274681727589716
2020-08-25,ETHUSDT,31.773062894737716,ETHUSDT,55.09201109541602,ETHUSDT,55.09201109541602
2020-08-26,ETHUSDT,32.472530518993466,ETHUSDT,78.20769955842634,ETHUSDT,78.20769955842634
2020-08-27,ETHUSDT,29.875167616498295,ETHUSDT,79.52157554171917,ETHUSDT,79.52157554171917
2020-08-28,ETHUSDT,30.91874488441194,ETHUSDT,83.2712479775549,ETHUSDT,83.2712479775549
2020-08-29,ETHUSDT,30.99793438640416,ETHUSDT,85.51459764731287,ETHUSDT,85.51459764731287
2020-08-30,ETHUSDT,36.02396983148887,ETHUSDT,98.21008186985912,ETHUSDT,98.21008186985912
2020-08-31,ETHUSDT,34.86644648356955,ETHUSDT,100.97823406906744,ETHUSDT,100.97823406906744
2020-09-01,ETHUSDT,38.33476973688794,ETHUSDT,111.30349435426959,ETHUSDT,111.30349435426959
2020-09-02,ETHUSDT,30.930445469821887,BNBUSDT,96.33789747524878,ETHUSDT,94.31188631281941
2020-09-03,BTCUSDT,20.38378461478515,BTCUSDT,33.46691823499541,ETHUSDT,
2020-09-04,BTCUSDT,22.649937167422557,BTCUSDT,36.68469990021825,BTCUSDT,36.68469990021825
2020-09-05,BTCUSDT,16.116286038282137,BTCUSDT,54.387536438005526,BTCUSDT,54.387536438005526
2020-09-06,BTCUSDT,20.344824533590653,BTCUSDT,48.13149241349253,BTCUSDT,48.13149241349253
2020-09-07,BTCUSDT,20.537128658138997,BTCUSDT,50.26275496397234,BTCUSDT,50.26275496397234
2020-09-08,BTCUSDT,19.060513694293725,BTCUSDT,46.01698690370703,BTCUSDT,46.01698690370703
2020-09-09,BTCUSDT,20.514458705969645,BTCUSDT,47.756204294813344,BTCUSDT,47.756204294813344
2020-09-10,BTCUSDT,20.81903077562924,BTCUSDT,24.546616364334334,BTCUSDT,24.546616364334334
2020-09-11,BTCUSDT,21.529599994261428,BTCUSDT,35.4860850182949,BTCUSDT,35.4860850182949
2020-09-12,BTCUSDT,23.450716704910743,BTCUSDT,36.90764910579779,BTCUSDT,36.90764910579779
2020-09-13,BTCUSDT,22.59988575432233,BTCUSDT,36.70755015502104,BTCUSDT,36.70755015502104
2020-09-14,BTCUSDT,23.568048904612198,BTCUSDT,38.13213356915138,BTCUSDT,38.13213356915138
2020-09-15,BTCUSDT,20.398707548843383,BTCUSDT,39.55452947636057,BTCUSDT,39.55452947636057
2020-09-16,BTCUSDT,19.01458073213022,BTCUSDT,49.577426542929786,BTCUSDT,49.577426542929786
2020-09-17,BTCUSDT,20.464643956520177,BTCUSDT,41.51366662678161,BTCUSDT,41.51366662678161
2020-09-18,BTCUSDT,20.502021549771975,BTCUSDT,42.21010542487417,BTCUSDT,42.21010542487417
2020-09-19,BTCUSDT,20.510568361169785,BTCUSDT,55.13705340757793,BTCUSDT,55.13705340757793
2020-09-20,BTCUSDT,18.22985853742369,BTCUSDT,64.33855975033555,BTCUSDT,64.33855975033555
2020-09-21,BTCUSDT,12.551989055822453,BTCUSDT,60.889987267277505,BTCUSDT,60.889987267277505
2020-09-22,BTCUSDT,13.551015722486154,BTCUSDT,63.233153348376874,BTCUSDT,63.233153348376874
2020-09-23,BTCUSDT,6.687580687738435,BTCUSDT,56.25116790696633,BTCUSDT,56.25116790696633
2020-09-24,BTCUSDT,15.848138765048613,BTCUSDT,66.162021800392,BTCUSDT,66.162021800392
2020-09-25,BTCUSDT,18.748059437599284,BTCUSDT,57.16760258146191,BTCUSDT,57.16760258146191
2020-09-26,BTCUSDT,18.09294985768406,BTCUSDT,66.64629961015737,BTCUSDT,66.64629961015737
2020-09-27,BTCUSDT,20.064615877992797,BTCUSDT,56.46391142020738,BTCUSDT,56.46391142020738
2020-09-28,BTCUSDT,17.831874531845095,BTCUSDT,55.61054690008437,BTCUSDT,55.61054690008437
2020-09-29,BTCUSDT,19.209845737787504,BTCUSDT,55.98291899961993,BTCUSDT,55.98291899961993
2020-09-30,BTCUSDT,18.047837111860627,BTCUSDT,52.82848197447661,BTCUSDT,52.82848197447661
2020-10-01,BTCUSDT,14.435352148248777,BTCUSDT,57.68226465318861,BTCUSDT,57.68226465318861
2020-10-02,BTCUSDT,11.996956072613541,BTCUSDT,66.23863905356872,BTCUSDT,66.23863905356872
2020-10-03,BTCUSDT,10.755451778604055,BTCUSDT,65.77723051938912,BTCUSDT,65.77723051938912
2020-10-04,BTCUSDT,14.618615488366004,BTCUSDT,45.8780135092846,BTCUSDT,45.8780135092846
2020-10-05,CASH,14.825950878966609,CASH,,BTCUSDT,
2020-10-06,CASH,10.887868542669631,CASH,,CASH,
2020-10-07,CASH,12.360848295292056,CASH,,CASH,
2020-10-08,CASH,15.436691790498319,CASH,,CASH,
2020-10-09,CASH,19.863057454922412,CASH,,CASH,
2020-10-10,CASH,22.305564236665848,CASH,,CASH,
2020-10-11,BNBUSDT,27.444603190204404,BNBUSDT,107.98287480646258,CASH,
2020-10-12,BNBUSDT,28.648870686243882,BNBUSDT,114.21713338439413,BNBUSDT,114.21713338439413
2020-10-13,BNBUSDT,29.287172054357793,BNBUSDT,115.80091432469168,BNBUSDT,115.80091432469168
2020-10-14,BNBUSDT,24.155934433155796,BNBUSDT,120.7701028455518,BNBUSDT,120.7701028455518
2020-10-15,BNBUSDT,23.466132305550346,BNBUSDT,129.32950356962715,BNBUSDT,129.32950356962715
2020-10-16,BNBUSDT,17.40970955701412,BNBUSDT,122.56313454944313,BNBUSDT,122.56313454944313
2020-10-17,BNBUSDT,16.7112273885737,BNBUSDT,123.42294835223504,BNBUSDT,123.42294835223504
2020-10-18,BNBUSDT,19.047969860185177,BNBUSDT,124.38624226160107,BNBUSDT,124.38624226160107
2020-10-19,BNBUSDT,19.532221148651573,BNBUSDT,69.44773905036818,BNBUSDT,69.44773905036818
2020-10-20,ETHUSDT,13.896681325288185,ETHUSDT,61.52281899789908,BNBUSDT,50.42760148205138
2020-10-21,BNBUSDT,22.687940871485157,BNBUSDT,72.36976321157348,ETHUSDT,53.967071846635235
2020-10-22,BNBUSDT,27.896742544556417,BNBUSDT,64.00223915407355,BNBUSDT,64.00223915407355
2020-10-23,BNBUSDT,26.261415960217846,ETHUSDT,58.831404916358544,BNBUSDT,53.95314021138854
2020-10-24,BNBUSDT,27.100096831507503,ETHUSDT,58.36994582173092,BNBUSDT,58.040434321194546
2020-10-25,BNBUSDT,25.155711558031232,BNBUSDT,56.979970175032065,BNBUSDT,56.979970175032065
2020-10-26,BNBUSDT,22.676593159560426,BNBUSDT,67.82003469292378,BNBUSDT,67.82003469292378
2020-10-27,BTCUSDT,24.56761123727797,BTCUSDT,90.84353489724386,BNBUSDT,69.05064662492636
2020-10-28,BTCUSDT,16.597241292431423,BTCUSDT,95.34350768986339,BTCUSDT,95.34350768986339
2020-10-29,BTCUSDT,13.609954650428003,BTCUSDT,98.06815819764671,BTCUSDT,98.06815819764671
2020-10-30,BTCUSDT,11.051116922001706,BTCUSDT,99.62373015421515,BTCUSDT,99.62373015421515
2020-10-31,BTCUSDT,12.12999287662964,BTCUSDT,101.93459134259349,BTCUSDT,101.93459134259349
2020-11-01,BTCUSDT,13.573460729948497,BTCUSDT,101.80804917300404,BTCUSDT,101.80804917300404
2020-11-02,BTCUSDT,7.984617277700165,BTCUSDT,98.67712682316353,BTCUSDT,98.67712682316353
2020-11-03,BTCUSDT,8.945731017111953,BTCUSDT,103.28085994842338,BTCUSDT,103.28085994842338
2020-11-04,BTCUSDT,9.350234472123374,BTCUSDT,103.59732947558837,BTCUSDT,103.59732947558837
2020-11-05,BTCUSDT,15.078431088423587,BTCUSDT,111.19046098267617,BTCUSDT,111.19046098267617
2020-11-06,BTCUSDT,24.2873206669516,BTCUSDT,112.0367240733745,BTCUSDT,112.0367240733745
2020-11-07,BTCUSDT,15.283025895026444,BTCUSDT,105.37260714104532,BTCUSDT,105.37260714104532
2020-11-08,BTCUSDT,20.05972380320392,BTCUSDT,109.42513149852022,BTCUSDT,109.42513149852022
2020-11-09,BTCUSDT,17.049421658047123,BTCUSDT,107.72763665220123,BTCUSDT,107.72763665220123
2020-11-10,BTCUSDT,17.055036797480206,BTCUSDT,99.40205187799423,BTCUSDT,99.40205187799423
2020-11-11,BTCUSDT,17.175762551852273,BTCUSDT,107.1917909984801,BTCUSDT,107.1917909984801
2020-11-12,BTCUSDT,18.28620669586509,BTCUSDT,111.23639850978707,BTCUSDT,111.23639850978707
2020-11-13,BTCUSDT,23.773824033564708,BTCUSDT,111.26287637158032,BTCUSDT,111.26287637158032
2020-11-14,BTCUSDT,22.022302206404884,BTCUSDT,110.52021957267631,BTCUSDT,110.52021957267631
2020-11-15,BTCUSDT,21.112041649843704,BTCUSDT,110.50488421118928,BTCUSDT,110.50488421118928
2020-11-16,BTCUSDT,28.425951490410014,BTCUSDT,106.37127513122759,BTCUSDT,106.37127513122759
2020-11-17,BTCUSDT,35.27694903861858,BTCUSDT,110.80088585329091,BTCUSDT,110.80088585329091
2020-11-18,BTCUSDT,34.02984357259917,BTCUSDT,109.57350582694767,BTCUSDT,109.57350582694767
2020-11-19,BTCUSDT,35.366857294522866,BTCUSDT,109.40322311643463,BTCUSDT,109.40322311643463
2020-11-20,BTCUSDT,41.65860590151243,BTCUSDT,105.29096629156176,BTCUSDT,105.29096629156176
2020-11-21,ETHUSDT,50.76947714206832,ETHUSDT,102.54051295625182,BTCUSDT,89.19935299976365
2020-11-22,ETHUSDT,48.30844141344844,ETHUSDT,94.19711696854368,ETHUSDT,94.19711696854368
2020-11-23,ETHUSDT,55.21379814577871,ETHUSDT,97.48483101918535,ETHUSDT,97.48483101918535
2020-11-24,ETHUSDT,56.83999896580583,ETHUSDT,87.18866595955714,ETHUSDT,87.18866595955714
2020-11-25,ETHUSDT,48.20888413397087,ETHUSDT,83.54513473074782,ETHUSDT,83.54513473074782
2020-11-26,CASH,34.88870890619904,CASH,,ETHUSDT,
2020-11-27,BTCUSDT,36.0317085357584,BTCUSDT,54.02365856940698,CASH,
2020-11-28,BTCUSDT,39.31866244133685,BTCUSDT,56.018649752154666,BTCUSDT,56.018649752154666
2020-11-29,BTCUSDT,42.9563084941008,BTCUSDT,58.38196902932075,BTCUSDT,58.38196902932075
2020-11-30,BTCUSDT,48.64161317167272,BTCUSDT,63.05851577273051,BTCUSDT,63.05851577273051
2020-12-01,BTCUSDT,42.295488000417635,BTCUSDT,57.22418314607487,BTCUSDT,57.22418314607487
2020-12-02,BTCUSDT,44.66989517044675,BTCUSDT,57.42481061071513,BTCUSDT,57.42481061071513
2020-12-03,BTCUSDT,45.39409516330633,BTCUSDT,58.32081796276872,BTCUSDT,58.32081796276872
2020-12-04,BTCUSDT,36.78719442391091,BTCUSDT,54.2150788659844,BTCUSDT,54.2150788659844
2020-12-05,BTCUSDT,39.891748207224296,BTCUSDT,55.578733716732,BTCUSDT,55.578733716732
2020-12-06,BTCUSDT,40.117260992040144,BTCUSDT,61.94621004601512,BTCUSDT,61.94621004601512
2020-12-07,BTCUSDT,36.687516088430534,BTCUSDT,53.0468549729938,BTCUSDT,53.0468549729938
2020-12-08,BTCUSDT,27.8993675780773,BTCUSDT,48.05411649277915,BTCUSDT,48.05411649277915
2020-12-09,BTCUSDT,29.539435323823813,BTCUSDT,54.20035023862145,BTCUSDT,54.20035023862145
2020-12-10,BTCUSDT,24.684546550242196,BTCUSDT,52.39094889932798,BTCUSDT,52.39094889932798
2020-12-11,BTCUSDT,21.533731415635245,BTCUSDT,64.33491208873706,BTCUSDT,64.33491208873706
2020-12-12,BTCUSDT,22.70195140831281,BTCUSDT,79.30498302119865,BTCUSDT,79.30498302119865
2020-12-13,BTCUSDT,26.8510108776011,BTCUSDT,92.88741222798045,BTCUSDT,92.88741222798045
2020-12-14,CASH,28.427608715209566,CASH,,BTCUSDT,
2020-12-15,BTCUSDT,28.925874018550342,BTCUSDT,97.76996714159279,CASH,
2020-12-16,BTCUSDT,39.38349408135368,BTCUSDT,98.01066419758698,BTCUSDT,98.01066419758698
2020-12-17,BTCUSDT,38.566149803934564,BTCUSDT,100.34220019724194,BTCUSDT,100.34220019724194
2020-12-18,BTCUSDT,40.29080825462943,BTCUSDT,101.32616203661343,BTCUSDT,101.32616203661343
2020-12-19,BTCUSDT,41.762854638173536,BTCUSDT,102.39477372243388,BTCUSDT,102.39477372243388
2020-12-20,BTCUSDT,40.62898711289723,BTCUSDT,88.76579207824423,BTCUSDT,88.76579207824423
2020-12-21,BTCUSDT,35.397026789848695,BTCUSDT,87.12808862476602,BTCUSDT,87.12808862476602
2020-12-22,BTCUSDT,38.0804059043993,BTCUSDT,94.27009708524562,BTCUSDT,94.27009708524562
2020-12-23,BTCUSDT,24.545456190652953,BTCUSDT,108.18247844943555,BTCUSDT,108.18247844943555
2020-12-24,BTCUSDT,34.87786691656239,BTCUSDT,96.49935296285851,BTCUSDT,96.49935296285851
2020-12-25,BTCUSDT,37.53734617847831,BTCUSDT,98.30901956760319,BTCUSDT,98.30901956760319
2020-12-26,BTCUSDT,36.4730200467668,BTCUSDT,107.00711339250711,BTCUSDT,107.00711339250711
2020-12-27,BTCUSDT,38.18468936788356,BTCUSDT,105.75080765089345,BTCUSDT,105.75080765089345
2020-12-28,BTCUSDT,41.97399769547614,BTCUSDT,108.6987250922943,BTCUSDT,108.6987250922943
2020-12-29,BTCUSDT,40.13171135239589,BTCUSDT,109.60575227192138,BTCUSDT,109.60575227192138
2020-12-30,BTCUSDT,38.82657017223807,BTCUSDT,112.64744557468784,BTCUSDT,112.64744557468784
2020-12-31,BTCUSDT,37.859114442955985,BTCUSDT,113.1260220196858,BTCUSDT,113.1260220196858
2021-01-01,BTCUSDT,39.003125541218445,BTCUSDT,110.56964772887017,BTCUSDT,110.56964772887017
2021-01-02,BTCUSDT,39.68806965894126,BTCUSDT,113.97321520900545,BTCUSDT,113.97321520900545
2021-01-03,CASH,44.95488112046291,CASH,,BTCUSDT,
2021-01-04,CASH,45.47914243615759,CASH,,CASH,
2021-01-05,CASH,45.88978101131097,CASH,,CASH,
2021-01-06,CASH,51.10296835831266,CASH,,CASH,
2021-01-07,CASH,53.07698544940653,CASH,,CASH,
2021-01-08,CASH,52.743599525220226,CASH,,CASH,
2021-01-09,CASH,58.32421348448879,CASH,,CASH,
2021-01-10,CASH,55.826787002467796,CASH,,CASH,
2021-01-11,CASH,46.01063219315734,CASH,,CASH,
2021-01-12,CASH,45.96724926405512,CASH,,CASH,
2021-01-13,CASH,49.64638741853291,CASH,,CASH,
2021-01-14,CASH,51.00971209888734,CASH,,CASH,
2021-01-15,CASH,48.49188819829468,CASH,,CASH,
2021-01-16,CASH,48.516622991794826,CASH,,CASH,
2021-01-17,CASH,49.64144659736059,CASH,,CASH,
2021-01-18,CASH,50.7576092714817,CASH,,CASH,
2021-01-19,CASH,49.5888644124749,CASH,,CASH,
2021-01-20,CASH,49.69546437957287,CASH,,CASH,
2021-01-21,CASH,36.74617989937904,CASH,,CASH,
2021-01-22,CASH,39.503661783354,CASH,,CASH,
2021-01-23,CASH,38.63559640495442,CASH,,CASH,
2021-01-24,CASH,39.6789005565727,CASH,,CASH,
2021-01-25,CASH,37.36869672411979,CASH,,CASH,
2021-01-26,CASH,35.70421254945186,CASH,,CASH,
2021-01-27,CASH,32.381971756203576,CASH,,CASH,
2021-01-28,CASH,39.18783891146936,CASH,,CASH,
2021-01-29,CASH,40.79678314981245,CASH,,CASH,
2021-01-30,CASH,46.47647230689157,CASH,,CASH,
2021-01-31,CASH,47.10582684257175,CASH,,CASH,
2021-02-01,CASH,46.37372171794511,CASH,,CASH,
2021-02-02,CASH,46.666545216387306,CASH,,CASH,
2021-02-03,CASH,50.77669263155652,CASH,,CASH,
2021-02-04,CASH,51.7539953174327,CASH,,CASH,
2021-02-05,CASH,56.06294214232598,CASH,,CASH,
2021-02-06,CASH,55.579261466138,CASH,,CASH,
2021-02-07,CASH,55.3417499067408,CASH,,CASH,
2021-02-08,CASH,61.65921930770686,CASH,,CASH,
2021-02-09,CASH,64.34224575401846,CASH,,CASH,
2021-02-10,CASH,67.55160143239543,CASH,,CASH,
2021-02-11,CASH,68.59936098982055,CASH,,CASH,
2021-02-12,CASH,69.97627224793752,CASH,,CASH,
2021-02-13,CASH,70.88157101871616,CASH,,CASH,
2021-02-14,CASH,69.57323855024741,CASH,,CASH,
2021-02-15,CASH,67.62613119717248,CASH,,CASH,
2021-02-16,CASH,69.1412291195065,CASH,,CASH,
2021-02-17,CASH,68.57275808146302,CASH,,CASH,
2021-02-18,CASH,68.48112380621905,CASH,,CASH,
2021-02-19,CASH,70.0259350978558,CASH,,CASH,
2021-02-20,CASH,66.91990325308086,CASH,,CASH,
2021-02-21,CASH,68.81508498242134,CASH,,CASH,
2021-02-22,CASH,63.77328217968516,CASH,,CASH,
2021-02-23,CASH,52.87324696086013,CASH,,CASH,
2021-02-24,CASH,53.44504505845957,CASH,,CASH,
2021-02-25,CASH,48.58341131900373,CASH,,CASH,
2021-02-26,CASH,46.80627063284926,CASH,,CASH,
2021-02-27,CASH,46.901995278538486,CASH,,CASH,
2021-02-28,CASH,43.24490522073985,CASH,,CASH,
2021-03-01,CASH,45.327217382848254,CASH,,CASH,
2021-03-02,CASH,42.96869760154528,CASH,,CASH,
2021-03-03,CASH,44.286579044976136,CASH,,CASH,
2021-03-04,CASH,43.60961294527975,CASH,,CASH,
2021-03-05,CASH,43.938398640267835,CASH,,CASH,
2021-03-06,CASH,44.19193964709641,CASH,,CASH,
2021-03-07,CASH,45.07393657772581,CASH,,CASH,
2021-03-08,CASH,47.37659118040558,CASH,,CASH,
2021-03-09,CASH,48.67483193720977,CASH,,CASH,
2021-03-10,CASH,46.87188072557232,CASH,,CASH,
2021-03-11,CASH,47.307646363497646,CASH,,CASH,
2021-03-12,CASH,46.22479989849398,CASH,,CASH,
2021-03-13,CASH,50.62773009570667,CASH,,CASH,
2021-03-14,CASH,50.706030773505354,CASH,,CASH,
2021-03-15,CASH,50.240259970506095,CASH,,CASH,
2021-03-16,CASH,52.266129079715,CASH,,CASH,
2021-03-17,CASH,57.45659269213476,CASH,,CASH,
2021-03-18,TRXUSDT,54.49544103531857,TRXUSDT,64.2990550897274,CASH,
2021-03-19,CASH,55.15414597351827,CASH,,TRXUSDT,
2021-03-20,CASH,56.42919457888681,CASH,,CASH,
2021-03-21,CASH,52.956476290607526,CASH,,CASH,
2021-03-22,CASH,48.83271624449306,CASH,,CASH,
2021-03-23,BTCUSDT,47.360675428511655,BTCUSDT,85.30757870561848,CASH,
2021-03-24,CASH,42.32290537326884,CASH,,BTCUSDT,
2021-03-25,BTCUSDT,41.61475212700382,BTCUSDT,77.28778879134335,CASH,
2021-03-26,BTCUSDT,46.311608177791186,BTCUSDT,72.42405514919366,BTCUSDT,72.42405514919366
2021-03-27,BTCUSDT,44.384363008937676,BTCUSDT,71.41287937949086,BTCUSDT,71.41287937949086
2021-03-28,BTCUSDT,44.473739004981354,BTCUSDT,69.12592617438287,BTCUSDT,69.12592617438287
2021-03-29,BTCUSDT,46.02055564346928,BTCUSDT,79.38866075291122,BTCUSDT,79.38866075291122
2021-03-30,BTCUSDT,47.822276404115335,BTCUSDT,59.083112448127366,BTCUSDT,59.083112448127366
2021-03-31,BTCUSDT,49.89108683201529,BTCUSDT,47.42371484138113,BTCUSDT,47.42371484138113
2021-04-01,BTCUSDT,53.09377583596185,BTCUSDT,26.78251860666015,BTCUSDT,26.78251860666015
2021-04-02,BTCUSDT,54.2563779684251,BTCUSDT,36.85867557547178,BTCUSDT,36.85867557547178
2021-04-03,BTCUSDT,51.48399900524106,BTCUSDT,35.498716384212344,BTCUSDT,35.498716384212344
2021-04-04,BTCUSDT,55.587622505467365,BTCUSDT,36.74601231949549,BTCUSDT,36.74601231949549
2021-04-05,ETHUSDT,58.530429982007234,ETHUSDT,95.00283061677796,BTCUSDT,
2021-04-06,ETHUSDT,60.66517294766223,ETHUSDT,95.45079308095382,ETHUSDT,95.45079308095382
2021-04-07,ETHUSDT,55.33592485426558,ETHUSDT,91.00977749819323,ETHUSDT,91.00977749819323
2021-04-08,ETHUSDT,60.18031930169465,ETHUSDT,94.43364504115597,ETHUSDT,94.43364504115597
2021-04-09,ETHUSDT,60.105241304138445,ETHUSDT,94.49447943742226,ETHUSDT,94.49447943742226
2021-04-10,ETHUSDT,64.5002266858981,ETHUSDT,86.79090816988631,ETHUSDT,86.79090816988631
2021-04-11,ETHUSDT,68.10117688661373,ETHUSDT,79.66073790944061,ETHUSDT,79.66073790944061
2021-04-12,ETHUSDT,68.3000280576579,ETHUSDT,78.8304738849681,ETHUSDT,78.8304738849681
2021-04-13,ETHUSDT,72.96228522501087,ETHUSDT,83.9881334097444,ETHUSDT,83.9881334097444
2021-04-14,ETHUSDT,73.00778423252407,ETHUSDT,74.8546046916075,ETHUSDT,74.8546046916075
2021-04-15,ETHUSDT,72.89020288651373,ETHUSDT,77.2486358336782,ETHUSDT,77.2486358336782
2021-04-16,ETHUSDT,70.30014180471696,ETHUSDT,71.04551961070332,ETHUSDT,71.04551961070332
2021-04-17,ETHUSDT,67.16532596765465,ETHUSDT,67.03082797777908,ETHUSDT,67.03082797777908
2021-04-18,BTCUSDT,62.99110744231004,BTCUSDT,7.9401169903268585,ETHUSDT,
2021-04-19,BTCUSDT,60.21346941203472,BTCUSDT,8.03485937175259,BTCUSDT,8.03485937175259
2021-04-20,BTCUSDT,60.3570274704959,BTCUSDT,8.334619967762423,BTCUSDT,8.334619967762423
2021-04-21,BTCUSDT,57.086359851231805,BTCUSDT,5.849224053858919,BTCUSDT,5.849224053858919
2021-04-22,BTCUSDT,53.30470005629107,BTCUSDT,4.2249300410501505,BTCUSDT,4.2249300410501505
2021-04-23,CASH,53.562716073039965,CASH,,BTCUSDT,
2021-04-24,CASH,48.68726424532133,CASH,,CASH,
2021-04-25,CASH,47.24261033372391,CASH,,CASH,
2021-04-26,CASH,50.423043885330266,CASH,,CASH,
2021-04-27,CASH,53.708042396364576,CASH,,CASH,
2021-04-28,CASH,54.40748842766101,CASH,,CASH,
2021-04-29,CASH,53.912215042874415,CASH,,CASH,
2021-04-30,CASH,55.324426162587216,CASH,,CASH,
2021-05-01,CASH,56.9655062331276,CASH,,CASH,
2021-05-02,CASH,55.00416504532268,CASH,,CASH,
2021-05-03,CASH,57.61876428237131,CASH,,CASH,
2021-05-04,CASH,55.32163896240378,CASH,,CASH,
2021-05-05,CASH,58.56193275468599,CASH,,CASH,
2021-05-06,CASH,58.39903853909314,CASH,,CASH,
2021-05-07,CASH,60.30836144215093,CASH,,CASH,
2021-05-08,CASH,61.85147910270327,CASH,,CASH,
2021-05-09,CASH,63.87413242998507,CASH,,CASH,
2021-05-10,CASH,58.63265191792902,CASH,,CASH,
2021-05-11,BTCUSDT,62.69794335805446,BTCUSDT,4.994710055579234,CASH,
2021-05-12,CASH,53.660594185386145,CASH,,BTCUSDT,
2021-05-13,CASH,54.50548772747472,CASH,,CASH,
2021-05-14,CASH,57.788666693461316,CASH,,CASH,
2021-05-15,CASH,52.6045990831748,CASH,,CASH,
2021-05-16,CASH,49.34244223753895,CASH,,CASH,
2021-05-17,CASH,45.043241868527474,CASH,,CASH,
2021-05-18,CASH,46.215253680200256,CASH,,CASH,
2021-05-19,CASH,31.935447682589174,CASH,,CASH,
2021-05-20,CASH,37.29727915105383,CASH,,CASH,
2021-05-21,CASH,28.92712708825385,CASH,,CASH,
2021-05-22,CASH,23.689354532118752,CASH,,CASH,
2021-05-23,CASH,15.351597422844575,CASH,,CASH,
2021-05-24,CASH,24.846948889719883,CASH,,CASH,
2021-05-25,CASH,24.480803920527634,CASH,,CASH,
2021-05-26,CASH,28.46544392801853,CASH,,CASH,
2021-05-27,CASH,27.139169280302852,CASH,,CASH,
2021-05-28,CASH,20.964168393318797,CASH,,CASH,
2021-05-29,CASH,16.602052500755068,CASH,,CASH,
2021-05-30,CASH,18.05765205488477,CASH,,CASH,
2021-05-31,CASH,23.863696631149704,CASH,,CASH,
2021-06-01,CASH,22.871664446306042,CASH,,CASH,
2021-06-02,CASH,25.759117461424932,CASH,,CASH,
2021-06-03,CASH,28.259554705317274,CASH,,CASH,
2021-06-04,CASH,24.127243816371585,CASH,,CASH,
2021-06-05,CASH,22.805040072458418,CASH,,CASH,
2021-06-06,CASH,24.16789923581582,CASH,,CASH,
2021-06-07,CASH,19.96137882533341,CASH,,CASH,
2021-06-08,CASH,19.798891367213866,CASH,,CASH,
2021-06-09,CASH,19.363715477031775,CASH,,CASH,
2021-06-10,CASH,16.432437601464393,CASH,,CASH,
2021-06-11,CASH,12.238672782463047,CASH,,CASH,
2021-06-12,CASH,9.44130971294805,CASH,,CASH,
2021-06-13,CASH,11.750371680699553,CASH,,CASH,
2021-06-14,CASH,14.403883659121869,CASH,,CASH,
2021-06-15,CASH,11.770514982867752,CASH,,CASH,
2021-06-16,CASH,6.772916843570191,CASH,,CASH,
2021-06-17,CASH,6.67473305895524,CASH,,CASH,
2021-06-18,CASH,-1.1494911812356448,CASH,,CASH,
2021-06-19,CASH,-6.378928087600994,CASH,,CASH,
