policy,group,key,log_growth,annual_cost_fraction,annual_turnover,event_count
aggressive_1.5__defensive,asset,XRP,-0.04942963081799528,0.0043769732111240255,1.9897441924661394,776
aggressive_1.5__defensive,asset,ETH,-0.00674968824097207,0.003912602685571512,1.7436842939394617,436
aggressive_1.5__defensive,asset,SOL,-0.021750299889922775,0.004621512318668591,2.1312048259319645,749
aggressive_1.5__defensive,asset,AVAX,0.0688019987645515,0.0028640659007713584,1.3321778194090406,567
aggressive_1.5__defensive,asset,DOT,-0.024814081567506148,0.0005471983795914315,0.2527707964250016,92
aggressive_1.5__defensive,cost,fee,,0.00910428725151702,0.0,0
aggressive_1.5__defensive,cost,slippage,,0.0202317494478156,0.0,0
aggressive_1.5__defensive,cost,funding,,0.02072059321725393,0.0,0
aggressive_1.5__growth,event,entry,-0.18303309300513607,0.03190556785423636,22.00383989947335,180
aggressive_1.5__growth,event,funding,-0.242673134209113,0.042323008964210825,0.0,1198
aggressive_1.5__growth,event,mark,0.7026557544839095,0.0,0.0,4753
aggressive_1.5__growth,event,rotation,-0.15248731516523523,0.026581264546844233,18.331906584030506,156
aggressive_1.5__growth,event,resize,-0.019708476323142373,0.003437055432558997,2.3703830569372393,207
aggressive_1.5__growth,event,boundary_exit,-0.002213798458196233,0.0003860309610402844,0.26622824899329955,4
aggressive_1.5__growth,event,stop,-0.019022506895248363,0.003315939115530852,2.2868545624350705,20
aggressive_1.5__growth,event,partial_tp,-0.003683579158901807,0.000642297420518397,0.44296373828854957,6
aggressive_1.5__growth,regime,up_normal_vol,0.32449369500602065,0.09032875385903753,37.31108693223573,5361
aggressive_1.5__growth,regime,up_high_vol,-0.0010584513202590226,0.0006486551359456347,0.3240460748474797,149
aggressive_1.5__growth,regime,down_high_vol,-0.07364492676302285,0.0011340710217598987,0.6621077190325049,78
aggressive_1.5__growth,regime,down_normal_vol,-0.16995646565379835,0.016479684278196887,7.40493536404224,936
aggressive_1.5__growth,asset,LTC,0.06457405997228269,0.00435548558943836,2.445486822263906,113
aggressive_1.5__growth,asset,DOGE,0.09535811839905063,0.0044916305081244,2.058620950971259,637
aggressive_1.5__growth,asset,ADA,-0.1663703444521892,0.004309650307880935,2.3556470267206833,191
aggressive_1.5__growth,asset,LINK,-0.044663215368996416,0.007604264456328366,3.80561391160112,307
aggressive_1.5__growth,asset,BNB,-0.6183193338731239,0.01049055505522826,4.145637126153159,700
aggressive_1.5__growth,asset,BTC,0.10682111701396724,0.010654209454828542,5.162004701654187,329
aggressive_1.5__growth,asset,TRX,0.5498807869580593,0.021757832288140426,7.341223644315345,1081
aggressive_1.5__growth,asset,XRP,-0.04543865826513194,0.011955462596835005,4.834500030649357,948
aggressive_1.5__growth,asset,ETH,0.11985813785154041,0.012688084360821824,4.799719812292219,609
