decision_date,rows,selected_asset,selected,keep_reason,best_passed_asset,best_passed_score,selected_asset_prev,asset_changed,hold_streak_weeks,is_core,is_challenger
2022-05-14,1,XTZ,True,incumbent_best,XTZ,15.372276126360813,XTZ,False,28,False,True
2022-05-21,1,XTZ,True,incumbent_best,XTZ,15.372276126360813,XTZ,False,29,False,True
2022-05-28,1,XTZ,True,incumbent_best,XTZ,15.372276126360813,XTZ,False,30,False,True
2022-06-04,1,XTZ,True,incumbent_best,XTZ,15.372276126360813,XTZ,False,31,False,True
2022-06-11,1,XTZ,True,incumbent_best,XTZ,15.372276126360813,XTZ,False,32,False,True
2022-06-18,1,XTZ,True,incumbent_best,XTZ,15.372276126360813,XTZ,False,33,False,True
2022-06-25,1,XTZ,True,incumbent_best,XTZ,15.372276126360813,XTZ,False,34,False,True
2022-07-02,1,XTZ,True,incumbent_best,XTZ,15.372276126360813,XTZ,False,35,False,True
2022-07-09,1,XTZ,True,incumbent_best,XTZ,15.372276126360813,XTZ,False,36,False,True
2022-07-16,1,XTZ,True,incumbent_best,XTZ,15.372276126360813,XTZ,False,37,False,True
2022-07-23,1,XTZ,True,incumbent_best,XTZ,15.372276126360813,XTZ,False,38,False,True
2022-07-30,1,XTZ,True,incumbent_best,XTZ,15.372276126360813,XTZ,False,39,False,True
2022-08-06,1,XTZ,True,incumbent_best,XTZ,15.372276126360813,XTZ,False,40,False,True
2022-08-13,1,XTZ,True,incumbent_best,XTZ,15.11385926775695,XTZ,False,41,False,True
2022-08-20,1,XTZ,True,incumbent_best,XTZ,14.587230027915872,XTZ,False,42,False,True
2022-08-27,1,STX,True,best_passed,STX,17.891599862456985,XTZ,True,1,False,True
2022-09-03,0,CORE,False,best_passed,CORE,,STX,True,1,True,False
2022-09-10,0,CORE,False,best_passed,CORE,,CORE,False,2,True,False
2022-09-17,0,CORE,False,best_passed,CORE,,CORE,False,3,True,False
2022-09-24,0,CORE,False,best_passed,CORE,,CORE,False,4,True,False
2022-10-01,0,CORE,False,best_passed,CORE,,CORE,False,5,True,False
2022-10-08,0,CORE,False,best_passed,CORE,,CORE,False,6,True,False
2022-10-15,0,CORE,False,best_passed,CORE,,CORE,False,7,True,False
2022-10-22,0,CORE,False,best_passed,CORE,,CORE,False,8,True,False
2022-10-29,0,CORE,False,best_passed,CORE,,CORE,False,9,True,False
2022-11-05,0,CORE,False,best_passed,CORE,,CORE,False,10,True,False
2022-11-12,0,CORE,False,best_passed,CORE,,CORE,False,11,True,False
2022-11-19,0,CORE,False,best_passed,CORE,,CORE,False,12,True,False
2022-11-26,0,CORE,False,best_passed,CORE,,CORE,False,13,True,False
2022-12-03,0,CORE,False,best_passed,CORE,,CORE,False,14,True,False
2022-12-10,0,CORE,False,best_passed,CORE,,CORE,False,15,True,False
2022-12-17,0,CORE,False,best_passed,CORE,,CORE,False,16,True,False
2022-12-24,0,CORE,False,best_passed,CORE,,CORE,False,17,True,False
2022-12-31,0,CORE,False,best_passed,CORE,,CORE,False,18,True,False
2023-01-07,0,CORE,False,best_passed,CORE,,CORE,False,19,True,False
2023-01-14,0,CORE,False,best_passed,CORE,,CORE,False,20,True,False
2023-01-21,0,CORE,False,best_passed,CORE,,CORE,False,21,True,False
2023-01-28,0,CORE,False,best_passed,CORE,,CORE,False,22,True,False
2023-02-04,1,STX,True,best_passed,STX,36.25619017462476,CORE,True,1,False,True
2023-02-11,1,STX,True,min_hold,NEO,69.8198807045919,STX,False,2,False,True
2023-02-18,1,STX,True,incumbent_best,STX,224.0245642169004,STX,False,3,False,True
2023-02-25,1,STX,True,incumbent_best,STX,672.1821966865733,STX,False,4,False,True
2023-03-04,1,STX,True,incumbent_best,STX,636.829584937125,STX,False,5,False,True
2023-03-11,1,STX,True,incumbent_best,STX,636.829584937125,STX,False,6,False,True
2023-03-18,1,STX,True,incumbent_best,STX,728.507696793024,STX,False,7,False,True
2023-03-25,1,STX,True,incumbent_best,STX,685.6679691825921,STX,False,8,False,True
2023-04-01,1,STX,True,incumbent_best,STX,717.9660577259044,STX,False,9,False,True
2023-04-08,1,STX,True,incumbent_best,STX,606.3365578282788,STX,False,10,False,True
2023-04-15,1,STX,True,incumbent_best,STX,624.8487968205526,STX,False,11,False,True
2023-04-22,1,STX,True,incumbent_best,STX,200.218087785256,STX,False,12,False,True
2023-04-29,1,STX,True,incumbent_best,STX,210.6794112699231,STX,False,13,False,True
2023-05-06,1,STX,True,incumbent_best,STX,205.00361139535303,STX,False,14,False,True
2023-05-13,1,STX,True,incumbent_best,STX,198.9766789867508,STX,False,15,False,True
2023-05-20,1,STX,True,incumbent_best,STX,198.9766789867508,STX,False,16,False,True
2023-05-27,1,STX,True,incumbent_best,STX,199.34530323656108,STX,False,17,False,True
2023-06-03,1,STX,True,incumbent_best,STX,214.354802732408,STX,False,18,False,True
2023-06-10,1,STX,True,incumbent_best,STX,189.1914308026584,STX,False,19,False,True
2023-06-17,1,STX,True,incumbent_best,STX,189.1914308026584,STX,False,20,False,True
2023-06-24,1,STX,True,incumbent_best,STX,189.1914308026584,STX,False,21,False,True
2023-07-01,1,STX,True,incumbent_best,STX,185.9609911533833,STX,False,22,False,True
2023-07-08,1,STX,True,incumbent_best,STX,184.1662195329707,STX,False,23,False,True
2023-07-15,1,STX,True,incumbent_best,STX,184.19535098722716,STX,False,24,False,True
2023-07-22,1,STX,True,incumbent_best,STX,192.4200547650021,STX,False,25,False,True
2023-07-29,1,STX,True,incumbent_best,STX,180.17288024431176,STX,False,26,False,True
2023-08-05,1,STX,True,incumbent_best,STX,179.90824592394534,STX,False,27,False,True
2023-08-12,1,STX,True,incumbent_best,STX,179.90824592394534,STX,False,28,False,True
2023-08-19,1,STX,True,incumbent_best,STX,179.90824592394534,STX,False,29,False,True
2023-08-26,1,STX,True,incumbent_best,STX,179.90824592394534,STX,False,30,False,True
2023-09-02,1,STX,True,incumbent_best,STX,179.90824592394534,STX,False,31,False,True
2023-09-09,1,STX,True,incumbent_best,STX,179.90824592394534,STX,False,32,False,True
2023-09-16,1,STX,True,incumbent_best,STX,179.90824592394534,STX,False,33,False,True
2023-09-23,1,STX,True,incumbent_best,STX,179.90824592394534,STX,False,34,False,True
2023-09-30,1,STX,True,incumbent_best,STX,179.90824592394534,STX,False,35,False,True
2023-10-07,1,STX,True,incumbent_best,STX,179.90824592394534,STX,False,36,False,True
2023-10-14,1,STX,True,incumbent_best,STX,179.90824592394534,STX,False,37,False,True
2023-10-21,1,STX,True,incumbent_best,STX,179.90824592394534,STX,False,38,False,True
2023-10-28,1,NEO,True,best_passed,NEO,125.97140583062315,STX,True,1,False,True
2023-11-04,1,NEO,True,min_hold,NEO,261.45507968693846,NEO,False,2,False,True
2023-11-11,1,NEO,True,incumbent_best,NEO,368.5083535949297,NEO,False,3,False,True
2023-11-18,1,NEO,True,incumbent_best,NEO,363.0155903607529,NEO,False,4,False,True
2023-11-25,1,NEO,True,incumbent_best,NEO,365.7452665727881,NEO,False,5,False,True
2023-12-02,1,NEO,True,incumbent_best,NEO,359.1276722810647,NEO,False,6,False,True
2023-12-09,1,NEO,True,incumbent_best,NEO,508.4217006594695,NEO,False,7,False,True
2023-12-16,1,NEO,True,incumbent_best,NEO,470.2352137151942,NEO,False,8,False,True
2023-12-23,1,STX,True,best_passed,STX,499.3059438088223,NEO,True,1,False,True
2023-12-30,1,STX,True,min_hold,STX,525.5863475812008,STX,False,2,False,True
2024-01-06,1,STX,True,incumbent_best,STX,506.3383024910573,STX,False,3,False,True
2024-01-13,1,STX,True,incumbent_best,STX,484.049555797526,STX,False,4,False,True
2024-01-20,1,STX,True,incumbent_best,STX,501.37021647890543,STX,False,5,False,True
2024-01-27,1,STX,True,incumbent_best,STX,485.7685839526271,STX,False,6,False,True
2024-02-03,1,NEO,True,best_passed,NEO,254.34259182730432,STX,True,1,False,True
2024-02-10,1,NEO,True,min_hold,STX,345.136001514424,NEO,False,2,False,True
2024-02-17,1,STX,True,best_passed,STX,437.4191653883704,NEO,True,1,False,True
2024-02-24,1,STX,True,min_hold,STX,233.8672822998694,STX,False,2,False,True
2024-03-02,1,STX,True,incumbent_best,STX,275.2119166628932,STX,False,3,False,True
2024-03-09,1,STX,True,incumbent_best,STX,325.1974845354192,STX,False,4,False,True
2024-03-16,1,STX,True,incumbent_best,STX,282.8917113910452,STX,False,5,False,True
2024-03-23,1,STX,True,incumbent_best,STX,278.34116037326714,STX,False,6,False,True
2024-03-30,1,STX,True,incumbent_best,STX,269.3609051302807,STX,False,7,False,True
2024-04-06,1,STX,True,incumbent_best,STX,264.65801714563764,STX,False,8,False,True
2024-04-13,1,STX,True,incumbent_best,STX,118.65379135926828,STX,False,9,False,True
2024-04-20,1,STX,True,incumbent_best,STX,134.11878044916529,STX,False,10,False,True
2024-04-27,1,STX,True,incumbent_best,STX,128.08186415479787,STX,False,11,False,True
2024-05-04,1,STX,True,incumbent_best,STX,131.59255727655574,STX,False,12,False,True
2024-05-11,1,STX,True,incumbent_best,STX,135.54170721442142,STX,False,13,False,True
2024-05-18,1,STX,True,incumbent_best,STX,135.54170721442142,STX,False,14,False,True
2024-05-25,1,STX,True,incumbent_best,STX,124.228550270314,STX,False,15,False,True
2024-06-01,1,STX,True,incumbent_best,STX,113.84963279911538,STX,False,16,False,True
2024-06-08,1,STX,True,incumbent_best,STX,133.09656398425602,STX,False,17,False,True
2024-06-15,1,STX,True,incumbent_best,STX,128.3117739787958,STX,False,18,False,True
2024-06-22,1,STX,True,incumbent_best,STX,128.3117739787958,STX,False,19,False,True
2024-06-29,1,STX,True,incumbent_best,STX,130.54407832222185,STX,False,20,False,True
2024-07-06,1,STX,True,incumbent_best,STX,131.81884926960106,STX,False,21,False,True
2024-07-13,1,STX,True,incumbent_best,STX,131.797955634676,STX,False,22,False,True
2024-07-20,1,STX,True,incumbent_best,STX,126.15710364112311,STX,False,23,False,True
2024-07-27,1,STX,True,incumbent_best,STX,134.74825034709008,STX,False,24,False,True
2024-08-03,1,STX,True,incumbent_best,STX,134.94707095351927,STX,False,25,False,True
2024-08-10,1,STX,True,incumbent_best,STX,134.94707095351927,STX,False,26,False,True
2024-08-17,1,STX,True,incumbent_best,STX,134.94707095351927,STX,False,27,False,True
2024-08-24,1,STX,True,incumbent_best,STX,134.94707095351927,STX,False,28,False,True
2024-08-31,1,STX,True,incumbent_best,STX,134.94707095351927,STX,False,29,False,True
2024-09-07,1,STX,True,incumbent_best,STX,134.94707095351927,STX,False,30,False,True
2024-09-14,1,STX,True,incumbent_best,STX,134.94707095351927,STX,False,31,False,True
2024-09-21,1,STX,True,incumbent_best,STX,134.94707095351927,STX,False,32,False,True
2024-09-28,1,NEO,True,best_passed,NEO,63.575218331930834,STX,True,1,False,True
2024-10-05,1,NEO,True,min_hold,NEO,63.29322529515364,NEO,False,2,False,True
2024-10-12,1,NEO,True,incumbent_best,NEO,63.29322529515364,NEO,False,3,False,True
2024-10-19,1,DOGE,True,best_passed,DOGE,143.9907448851064,NEO,True,1,False,True
2024-10-26,1,DOGE,True,min_hold,DOGE,97.14434783894087,DOGE,False,2,False,True
2024-11-02,1,DOGE,True,incumbent_best,DOGE,101.00163604108498,DOGE,False,3,False,True
2024-11-09,1,DOGE,True,incumbent_best,DOGE,354.3116769761958,DOGE,False,4,False,True
2024-11-16,1,DOGE,True,incumbent_best,DOGE,397.280135330529,DOGE,False,5,False,True
2024-11-23,1,DOGE,True,incumbent_best,DOGE,447.6662338486362,DOGE,False,6,False,True
2024-11-30,1,DOGE,True,incumbent_best,DOGE,384.2437572061503,DOGE,False,7,False,True
2024-12-07,1,DOGE,True,incumbent_best,DOGE,1008.2837531451004,DOGE,False,8,False,True
2024-12-14,1,DOGE,True,incumbent_best,DOGE,1019.1782669421394,DOGE,False,9,False,True
2024-12-21,1,DOGE,True,incumbent_best,DOGE,753.6561326931619,DOGE,False,10,False,True
2024-12-28,1,DOGE,True,incumbent_best,DOGE,695.2320889947453,DOGE,False,11,False,True
2025-01-04,1,DOGE,True,incumbent_best,DOGE,497.65239024446623,DOGE,False,12,False,True
2025-01-11,1,DOGE,True,incumbent_best,DOGE,459.1709554186887,DOGE,False,13,False,True
2025-01-18,1,DOGE,True,incumbent_best,DOGE,672.7467088885647,DOGE,False,14,False,True
2025-01-25,1,DOGE,True,incumbent_best,DOGE,695.21414857626,DOGE,False,15,False,True
2025-02-01,1,DOGE,True,incumbent_best,DOGE,594.789234476581,DOGE,False,16,False,True
2025-02-08,1,DOGE,True,incumbent_best,DOGE,563.432413958011,DOGE,False,17,False,True
2025-02-15,1,DOGE,True,incumbent_best,DOGE,534.746069558149,DOGE,False,18,False,True
2025-02-22,1,DOGE,True,incumbent_best,DOGE,491.0520999683982,DOGE,False,19,False,True
2025-03-01,1,DOGE,True,incumbent_best,DOGE,274.0360055803274,DOGE,False,20,False,True
2025-03-08,1,DOGE,True,incumbent_best,DOGE,201.23526592437275,DOGE,False,21,False,True
2025-03-15,1,DOGE,True,incumbent_best,DOGE,223.83354225052764,DOGE,False,22,False,True
2025-03-22,1,DOGE,True,incumbent_best,DOGE,228.0040010185056,DOGE,False,23,False,True
2025-03-29,1,DOGE,True,incumbent_best,DOGE,228.0040010185056,DOGE,False,24,False,True
2025-04-05,1,DOGE,True,incumbent_best,DOGE,228.0040010185056,DOGE,False,25,False,True
