profile,decision_date,asset,history_days,max_gap_days,non_na_close_ratio,admission_train_delta_pct,admission_recent_delta_pct,admission_dd_worsen_pct,admission_trigger_days,admission_quality_score,admission_eligible,admission_failing,state,state_prev,fail_streaks,pass_streaks,suspended_now
phase68b_dynamic_repair_base,2019-05-04,CHZ,2396,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,COMP,2103,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,CRV,2052,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,DASH,2558,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,DCR,2068,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,DEXE,1710,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,DOGE,2459,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,DOT,2049,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,ENA,726,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,ENS,1600,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,ETC,2644,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,ETH,2644,1,100.0,-16.90194079437577,-16.90194079437577,-11.437611642252145,16,-68.28324837609702,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,ETHFI,741,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,FET,2586,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,FF,181,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,FIL,1991,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,FLOKI,1059,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,GNO,1672,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,GRT,1928,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,HBAR,2373,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,ICP,1783,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,INJ,1985,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,IOTA,2644,1,100.0,-11.172766895547007,-11.172766895547007,-7.621245113528685,3,-45.234259306074776,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,JASMY,1588,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,JST,2056,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,JUP,788,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,KAIA,514,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,KITE,146,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,LDO,1420,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,LINK,2629,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,LTC,2644,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,LUNC,1297,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,MANA,2061,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,MORPHO,177,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,NEAR,1992,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,NEO,2644,1,100.0,-17.736205708177955,-17.736205708177955,-12.732407641013255,7,-72.72887425975631,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,NEXO,1430,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,NIGHT,18,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,ONDO,352,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,OP,1397,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,PENDLE,1000,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,PENGU,467,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,PEPE,1059,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,POL,562,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,PUMP,199,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,PYTH,786,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,QNT,1704,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,RENDER,611,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,RLUSD,66,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,S,437,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,SAND,2053,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,SEI,957,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,SHIB,1784,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,SKY,193,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,SOL,2056,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,STRK,768,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,STX,2347,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,SUI,1061,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,SUN,2015,4,100.0,0.0,0.0,0.0,0,1.8,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,SYRUP,327,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,TAO,717,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,THETA,2545,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,TIA,880,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,TON,598,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,TRUMP,434,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,TRX,2644,1,100.0,-17.11502322172678,-17.11502322172678,-11.864408081773304,7,-70.08884869233881,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,TWT,1887,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,UNI,2019,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,VET,2644,1,100.0,-10.773110709182145,-10.773110709182145,-6.724983251934603,12,-42.63572051402411,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,VIRTUAL,352,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,WAL,170,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,WIF,754,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,WLD,979,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,WLFI,209,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,XLM,2644,1,100.0,-11.287564430209063,-11.287564430209063,-9.03115920147338,3,-45.72214882838852,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,XPL,185,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,XRP,2644,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,XTZ,2378,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,ZEC,2565,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,ZK,650,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-04,ZRO,647,1,100.0,0.0,0.0,0.0,0,1.95,False,True,WATCHLIST,WATCHLIST,1,0,False
phase68b_dynamic_repair_base,2019-05-11,2Z,178,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,AAVE,1991,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,ADA,2644,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,ALGO,2472,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,APT,1257,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,ARB,1102,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,ASTER,174,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,ATOM,2526,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,AVAX,2014,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,AXS,1971,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,BCH,2313,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,BFUSD,228,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,BNB,2644,1,100.0,5.353860026855912,5.265974398520207,-4.212879599223452,24,26.840248229130513,True,False,APPROVED,WATCHLIST,0,2,False
phase68b_dynamic_repair_base,2019-05-11,BONK,835,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,CAKE,1864,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,CFX,1826,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,CHZ,2396,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,COMP,2103,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,CRV,2052,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,DASH,2558,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,DCR,2068,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,DEXE,1710,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,DOGE,2459,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,DOT,2049,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,ENA,726,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,ENS,1600,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,ETC,2644,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,ETH,2644,1,100.0,-19.479157667698253,-19.1593999597103,-11.437611642252145,16,-78.27714696375371,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,ETHFI,741,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,FET,2586,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,FF,181,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,FIL,1991,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,FLOKI,1059,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,GNO,1672,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,GRT,1928,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,HBAR,2373,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,ICP,1783,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,INJ,1985,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,IOTA,2644,1,100.0,-12.876396302087372,-12.665025408184398,-7.621245113528685,3,-51.84057160216241,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,JASMY,1588,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,JST,2056,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,JUP,788,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,KAIA,514,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,KITE,146,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,LDO,1420,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,LINK,2629,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,LTC,2644,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,LUNC,1297,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,MANA,2061,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,MORPHO,177,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,NEAR,1992,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,NEO,2644,1,100.0,-20.440631736876718,-20.105091070000427,-12.732407641013255,7,-83.21606288109717,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,NEXO,1430,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,NIGHT,18,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,ONDO,352,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,OP,1397,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,PENDLE,1000,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,PENGU,467,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,PEPE,1059,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,POL,562,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,PUMP,199,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,PYTH,786,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,QNT,1704,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,RENDER,611,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,RLUSD,66,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,S,437,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,SAND,2053,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,SEI,957,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,SHIB,1784,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,SKY,193,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,SOL,2056,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,STRK,768,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,STX,2347,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,SUI,1061,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,SUN,2015,4,100.0,0.0,0.0,0.0,0,1.8,False,True,PROBATION,WATCHLIST,2,0,False
phase68b_dynamic_repair_base,2019-05-11,SYRUP,327,1,100.0,0.0,0.0,0.0,0,1.95,False,True,PROBATION,WATCHLIST,2,0,False
