date,strategy_id,strategy_version,candidate_asset,selected_asset,model_candidate_exposure,trend_permission_active,actual_held_asset,authorized_tradable_asset,held_asset,current_asset,effective_market_exposure,current_exposure,exposure,regime,market_state,execution_state,execution_target_asset,execution_target_exposure,trend_state,trend_score,buy_threshold,model_candidate_return_gross,model_candidate_return_net,model_candidate_equity,authorized_return_gross,authorized_return_net,authorized_equity,btc_close,btc_return,btc_baseline_equity,btc_baseline_index,return_gross,return_net,equity,drawdown_pct,fees_daily,fees_cumulative,funding_daily,funding_cumulative,borrow_cost_daily,borrow_cost_cumulative,slippage_cost_daily,slippage_cost_cumulative,turnover,cash_day,btc_day,in_market,is_rebalance_day,asset_transition_day,trend_block_day,stress_block_day,trend_gate_pass,leverage_active,leverage_state_reason,trend_activation_threshold,reason_code,rolling_return_7d,rolling_return_30d,rolling_return_90d,rolling_vol_30d,rolling_sharpe_90d,source_validated,baseline_cash,baseline_full_risk,btc_candidate_persistence_rows,persistence_entry_filter_ready,early_risk_active,candidate_entry_day,candidate_exit_day,hard_invalidation,override_state,candidate_reason,portfolio_held_asset,held_asset_public,baseline_held_asset,baseline_asset_source,overlay_candidate_raw,overlay_candidate_clean,use_baseline_exposure,is_exposed,trend_state_label,prev_trend_score,crossed_up_today,crossed_down_today,days_in_position,switch_day_forced_1x,entry_buffer_day_forced_1x,baseline_equity_curve,baseline_dd_lookback,stress_block_active,tradable_transition_day,tradable_governed_asset,leverage_eligible,target_leverage,effective_leverage,daily_borrow_cost,tradable_slippage_cost,realistic_ret_gross,realistic_ret,equity_curve,trading_fees_daily,fee_side_mode,taker_fee_bps,maker_fee_bps,staking_discount_pct,referral_discount_pct,effective_trading_fee_bps,annual_borrow_cost_pct,tradable_transition_slippage_bps
2018-05-15,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nezname,-0.1666666666666666,0.0,0.0,0.0,0.99955,0.0,0.0,1.0,8462.0,-0.0232404592224245,0.8578669910786703,85.78669910786702,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,,,,,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,nezname,-0.1666666666666666,False,False,0,False,False,0.99955,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2018-05-16,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nezname,-0.1666666666666666,0.0,0.0,0.0,0.99955,0.0,0.0,1.0,8330.0,-0.0155991491373197,0.8444849959448504,84.44849959448504,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,,,,,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,nezname,-0.1666666666666666,False,False,0,False,False,0.99955,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2018-05-17,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nezname,-0.1666666666666666,0.0,0.0,0.0,0.99955,0.0,0.0,1.0,8041.46,-0.0346386554621849,0.8152331711273321,81.52331711273321,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,,,,,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,nezname,-0.1666666666666666,False,False,0,False,False,0.99955,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2018-05-18,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nezname,-0.1666666666666666,0.0,0.0,0.0,0.99955,0.0,0.0,1.0,8239.81,0.0246659188754281,0.8353416463909169,83.53416463909168,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,,,,,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,nezname,-0.1666666666666666,False,False,0,False,False,0.99955,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2018-05-19,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nezname,-0.1666666666666666,0.0,0.0,0.0,0.99955,0.0,0.0,1.0,8233.49,-0.0007670079771256,0.8347009326845097,83.47009326845097,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,,,,,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,nezname,-0.1666666666666666,False,False,0,False,False,0.99955,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2018-05-20,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nezname,-0.1666666666666666,0.0,0.0,0.0,0.99955,0.0,0.0,1.0,8526.98,0.0356458804225181,0.8644545823195462,86.44545823195462,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,,,,,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,nezname,-0.1666666666666666,False,False,0,False,False,0.99955,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2018-05-21,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nezname,-0.1666666666666666,0.0,0.0,0.0,0.99955,0.0,0.0,1.0,8381.24,-0.017091631503768,0.8496796431467968,84.96796431467968,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,,,,,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,nezname,-0.1666666666666666,False,False,0,False,False,0.99955,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2018-05-22,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nezname,-0.1666666666666666,0.0,0.0,0.0,0.99955,0.0,0.0,1.0,7977.11,-0.0482184020502932,0.8087094484995948,80.87094484995949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,,,,,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,nezname,-0.1666666666666666,False,False,0,False,False,0.99955,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2018-05-23,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nezname,-0.1666666666666666,0.0,0.0,0.0,0.99955,0.0,0.0,1.0,7501.95,-0.0595654315911401,0.7605383211678836,76.05383211678836,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,,,,,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,nezname,-0.1666666666666666,False,False,0,False,False,0.99955,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2018-05-24,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nezname,-0.1666666666666666,0.0,0.0,0.0,0.99955,0.0,0.0,1.0,7575.01,0.0097388012450096,0.7679450527169509,76.79450527169509,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,,,,,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,nezname,-0.1666666666666666,False,False,0,False,False,0.99955,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2018-05-25,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nezname,-0.1666666666666666,0.0,0.0,0.0,0.99955,0.0,0.0,1.0,7457.0,-0.0155788573216405,0.7559813463098138,75.59813463098138,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,,,,,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,nezname,-0.1666666666666666,False,False,0,False,False,0.99955,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2018-05-26,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nezname,-0.1666666666666666,0.0,0.0,0.0,0.99955,0.0,0.0,1.0,7333.96,-0.016499932948907,0.7435077047850774,74.35077047850774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,,,,,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,nezname,-0.1666666666666666,False,False,0,False,False,0.99955,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2018-05-27,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nezname,-0.1666666666666666,0.0,0.0,0.0,0.99955,0.0,0.0,1.0,7338.99,0.0006858504818678,0.7440176399026768,74.40176399026768,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,,,,,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,nezname,-0.1666666666666666,False,False,0,False,False,0.99955,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2018-05-28,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nezname,-0.1666666666666666,0.0,0.0,0.0,0.99955,0.0,0.0,1.0,7099.0,-0.0327006849716378,0.7196877534468779,71.96877534468778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,,,,,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,nezname,-0.1666666666666666,False,False,0,False,False,0.99955,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2018-05-29,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nezname,-0.1666666666666666,0.0,0.0,0.0,0.99955,0.0,0.0,1.0,7461.29,0.0510339484434427,0.7564162611516629,75.64162611516629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,,,,,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,nezname,-0.1666666666666666,False,False,0,False,False,0.99955,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2018-05-30,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nezname,-0.1666666666666666,0.0,0.0,0.0,0.99955,0.0,0.0,1.0,7375.96,-0.0114363602004479,0.7477656123276565,74.77656123276564,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,,,,,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,nezname,-0.1666666666666666,False,False,0,False,False,0.99955,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
