decision_date,next_date_exclusive,asset,train_total_delta_pct,recent_total_delta_pct,train_dd_worsen_pct,train_triggers,score,passed_filters,selected_asset
2019-10-12,2019-10-19,ADA,0.0,0.0,0.0,0,0.0,False,
2019-10-12,2019-10-19,AVAX,0.0,0.0,0.0,0,0.0,False,
2019-10-12,2019-10-19,DOGE,0.0,0.0,0.0,0,0.0,False,
2019-10-12,2019-10-19,DOT,0.0,0.0,0.0,0,0.0,False,
2019-10-12,2019-10-19,ETH,0.0,0.0,0.0,0,0.0,False,
2019-10-12,2019-10-19,LINK,0.0,0.0,0.0,0,0.0,False,
2019-10-12,2019-10-19,LTC,0.0,0.0,0.0,0,0.0,False,
2019-10-12,2019-10-19,SOL,0.0,0.0,0.0,0,0.0,False,
2019-10-12,2019-10-19,TRX,0.0,0.0,0.0,0,0.0,False,
2019-10-12,2019-10-19,XRP,0.0,0.0,0.0,0,0.0,False,
2019-10-12,2019-10-19,BNB,-16.094930873034514,0.0,0.0,3,-23.69239630955177,False,
2019-10-19,2019-10-26,ADA,0.0,0.0,0.0,0,0.0,False,
2019-10-19,2019-10-26,AVAX,0.0,0.0,0.0,0,0.0,False,
2019-10-19,2019-10-26,DOGE,0.0,0.0,0.0,0,0.0,False,
2019-10-19,2019-10-26,DOT,0.0,0.0,0.0,0,0.0,False,
2019-10-19,2019-10-26,ETH,0.0,0.0,0.0,0,0.0,False,
2019-10-19,2019-10-26,LINK,0.0,0.0,0.0,0,0.0,False,
2019-10-19,2019-10-26,LTC,0.0,0.0,0.0,0,0.0,False,
2019-10-19,2019-10-26,SOL,0.0,0.0,0.0,0,0.0,False,
2019-10-19,2019-10-26,TRX,0.0,0.0,0.0,0,0.0,False,
2019-10-19,2019-10-26,XRP,0.0,0.0,0.0,0,0.0,False,
2019-10-19,2019-10-26,BNB,-16.094930873034514,0.0,0.0,3,-23.69239630955177,False,
2019-10-26,2019-11-02,ADA,0.0,0.0,0.0,0,0.0,False,
2019-10-26,2019-11-02,AVAX,0.0,0.0,0.0,0,0.0,False,
2019-10-26,2019-11-02,DOGE,0.0,0.0,0.0,0,0.0,False,
2019-10-26,2019-11-02,DOT,0.0,0.0,0.0,0,0.0,False,
2019-10-26,2019-11-02,ETH,0.0,0.0,0.0,0,0.0,False,
2019-10-26,2019-11-02,LINK,0.0,0.0,0.0,0,0.0,False,
2019-10-26,2019-11-02,LTC,0.0,0.0,0.0,0,0.0,False,
2019-10-26,2019-11-02,SOL,0.0,0.0,0.0,0,0.0,False,
2019-10-26,2019-11-02,TRX,0.0,0.0,0.0,0,0.0,False,
2019-10-26,2019-11-02,XRP,0.0,0.0,0.0,0,0.0,False,
2019-10-26,2019-11-02,BNB,-16.094930873034514,0.0,0.0,3,-23.69239630955177,False,
2019-11-02,2019-11-09,ADA,0.0,0.0,0.0,0,0.0,False,
2019-11-02,2019-11-09,AVAX,0.0,0.0,0.0,0,0.0,False,
2019-11-02,2019-11-09,DOGE,0.0,0.0,0.0,0,0.0,False,
2019-11-02,2019-11-09,DOT,0.0,0.0,0.0,0,0.0,False,
2019-11-02,2019-11-09,ETH,0.0,0.0,0.0,0,0.0,False,
2019-11-02,2019-11-09,LINK,0.0,0.0,0.0,0,0.0,False,
2019-11-02,2019-11-09,LTC,0.0,0.0,0.0,0,0.0,False,
2019-11-02,2019-11-09,SOL,0.0,0.0,0.0,0,0.0,False,
2019-11-02,2019-11-09,TRX,0.0,0.0,0.0,0,0.0,False,
2019-11-02,2019-11-09,XRP,0.0,0.0,0.0,0,0.0,False,
2019-11-02,2019-11-09,BNB,-16.094930873034514,0.0,0.0,3,-23.69239630955177,False,
